code;name;agegroup;population_total;population_m;population_f
09161;      Ingolstadt (Krfr.St);unter 1;1618;826;792
09161;      Ingolstadt (Krfr.St);1 bis unter 2;1499;768;731
09161;      Ingolstadt (Krfr.St);2 bis unter 3;1442;737;705
09161;      Ingolstadt (Krfr.St);3 bis unter 4;1354;694;660
09161;      Ingolstadt (Krfr.St);4 bis unter 5;1385;718;667
09161;      Ingolstadt (Krfr.St);5 bis unter 6;1321;689;632
09161;      Ingolstadt (Krfr.St);6 bis unter 7;1232;644;588
09161;      Ingolstadt (Krfr.St);7 bis unter 8;1196;610;586
09161;      Ingolstadt (Krfr.St);8 bis unter 9;1223;647;576
09161;      Ingolstadt (Krfr.St);9 bis unter 10;1120;557;563
09161;      Ingolstadt (Krfr.St);10 bis unter 11;1150;602;548
09161;      Ingolstadt (Krfr.St);11 bis unter 12;1222;632;590
09161;      Ingolstadt (Krfr.St);12 bis unter 13;1206;629;577
09161;      Ingolstadt (Krfr.St);13 bis unter 14;1125;597;528
09161;      Ingolstadt (Krfr.St);14 bis unter 15;1202;569;633
09161;      Ingolstadt (Krfr.St);15 bis unter 16;1189;617;572
09161;      Ingolstadt (Krfr.St);16 bis unter 17;1260;657;603
09161;      Ingolstadt (Krfr.St);17 bis unter 18;1172;654;518
09161;      Ingolstadt (Krfr.St);18 bis unter 19;1303;722;581
09161;      Ingolstadt (Krfr.St);19 bis unter 20;1418;785;633
09161;      Ingolstadt (Krfr.St);20 bis unter 21;1554;893;661
09161;      Ingolstadt (Krfr.St);21 bis unter 22;1621;893;728
09161;      Ingolstadt (Krfr.St);22 bis unter 23;1663;867;796
09161;      Ingolstadt (Krfr.St);23 bis unter 24;1635;896;739
09161;      Ingolstadt (Krfr.St);24 bis unter 25;1842;962;880
09161;      Ingolstadt (Krfr.St);25 bis unter 26;1912;1021;891
09161;      Ingolstadt (Krfr.St);26 bis unter 27;1984;1056;928
09161;      Ingolstadt (Krfr.St);27 bis unter 28;2205;1152;1053
09161;      Ingolstadt (Krfr.St);28 bis unter 29;2402;1282;1120
09161;      Ingolstadt (Krfr.St);29 bis unter 30;2489;1304;1185
09161;      Ingolstadt (Krfr.St);30 bis unter 31;2487;1371;1116
09161;      Ingolstadt (Krfr.St);31 bis unter 32;2470;1339;1131
09161;      Ingolstadt (Krfr.St);32 bis unter 33;2375;1315;1060
09161;      Ingolstadt (Krfr.St);33 bis unter 34;2268;1261;1007
09161;      Ingolstadt (Krfr.St);34 bis unter 35;2160;1162;998
09161;      Ingolstadt (Krfr.St);35 bis unter 36;2128;1149;979
09161;      Ingolstadt (Krfr.St);36 bis unter 37;2069;1095;974
09161;      Ingolstadt (Krfr.St);37 bis unter 38;2026;1028;998
09161;      Ingolstadt (Krfr.St);38 bis unter 39;1979;1009;970
09161;      Ingolstadt (Krfr.St);39 bis unter 40;1955;1008;947
09161;      Ingolstadt (Krfr.St);40 bis unter 41;1840;979;861
09161;      Ingolstadt (Krfr.St);41 bis unter 42;1852;976;876
09161;      Ingolstadt (Krfr.St);42 bis unter 43;1761;940;821
09161;      Ingolstadt (Krfr.St);43 bis unter 44;1714;840;874
09161;      Ingolstadt (Krfr.St);44 bis unter 45;1767;919;848
09161;      Ingolstadt (Krfr.St);45 bis unter 46;1645;817;828
09161;      Ingolstadt (Krfr.St);46 bis unter 47;1696;863;833
09161;      Ingolstadt (Krfr.St);47 bis unter 48;1867;974;893
09161;      Ingolstadt (Krfr.St);48 bis unter 49;1876;973;903
09161;      Ingolstadt (Krfr.St);49 bis unter 50;1941;1027;914
09161;      Ingolstadt (Krfr.St);50 bis unter 51;2024;1061;963
09161;      Ingolstadt (Krfr.St);51 bis unter 52;2017;1013;1004
09161;      Ingolstadt (Krfr.St);52 bis unter 53;1969;1026;943
09161;      Ingolstadt (Krfr.St);53 bis unter 54;1981;993;988
09161;      Ingolstadt (Krfr.St);54 bis unter 55;1984;1033;951
09161;      Ingolstadt (Krfr.St);55 bis unter 56;1947;985;962
09161;      Ingolstadt (Krfr.St);56 bis unter 57;1820;919;901
09161;      Ingolstadt (Krfr.St);57 bis unter 58;1936;1037;899
09161;      Ingolstadt (Krfr.St);58 bis unter 59;1774;887;887
09161;      Ingolstadt (Krfr.St);59 bis unter 60;1785;897;888
09161;      Ingolstadt (Krfr.St);60 bis unter 61;1694;810;884
09161;      Ingolstadt (Krfr.St);61 bis unter 62;1629;820;809
09161;      Ingolstadt (Krfr.St);62 bis unter 63;1552;757;795
09161;      Ingolstadt (Krfr.St);63 bis unter 64;1496;714;782
09161;      Ingolstadt (Krfr.St);64 bis unter 65;1415;666;749
09161;      Ingolstadt (Krfr.St);65 bis unter 66;1318;615;703
09161;      Ingolstadt (Krfr.St);66 bis unter 67;1363;637;726
09161;      Ingolstadt (Krfr.St);67 bis unter 68;1287;619;668
09161;      Ingolstadt (Krfr.St);68 bis unter 69;1306;589;717
09161;      Ingolstadt (Krfr.St);69 bis unter 70;1198;530;668
09161;      Ingolstadt (Krfr.St);70 bis unter 71;1122;524;598
09161;      Ingolstadt (Krfr.St);71 bis unter 72;1148;542;606
09161;      Ingolstadt (Krfr.St);72 bis unter 73;972;464;508
09161;      Ingolstadt (Krfr.St);73 bis unter 74;874;401;473
09161;      Ingolstadt (Krfr.St);74 bis unter 75;1056;496;560
09161;      Ingolstadt (Krfr.St);75 bis unter 76;1036;446;590
09161;      Ingolstadt (Krfr.St);76 bis unter 77;1094;508;586
09161;      Ingolstadt (Krfr.St);77 bis unter 78;1247;548;699
09161;      Ingolstadt (Krfr.St);78 bis unter 79;1223;547;676
09161;      Ingolstadt (Krfr.St);79 bis unter 80;1230;566;664
09161;      Ingolstadt (Krfr.St);80 bis unter 81;1074;453;621
09161;      Ingolstadt (Krfr.St);81 bis unter 82;967;386;581
09161;      Ingolstadt (Krfr.St);82 bis unter 83;818;333;485
09161;      Ingolstadt (Krfr.St);83 bis unter 84;766;319;447
09161;      Ingolstadt (Krfr.St);84 bis unter 85;679;262;417
09161;      Ingolstadt (Krfr.St);85 bis unter 90;2174;789;1385
09161;      Ingolstadt (Krfr.St);90 bis unter 95;968;288;680
09161;      Ingolstadt (Krfr.St);95 oder älter;218;47;171
09161;      Ingolstadt (Krfr.St);Insgesamt;136981;69252;67729
09162;      München, Landeshauptstadt;unter 1;17192;8879;8313
09162;      München, Landeshauptstadt;1 bis unter 2;16497;8272;8225
09162;      München, Landeshauptstadt;2 bis unter 3;16020;8182;7838
09162;      München, Landeshauptstadt;3 bis unter 4;14826;7505;7321
09162;      München, Landeshauptstadt;4 bis unter 5;14265;7333;6932
09162;      München, Landeshauptstadt;5 bis unter 6;13883;7090;6793
09162;      München, Landeshauptstadt;6 bis unter 7;13129;6710;6419
09162;      München, Landeshauptstadt;7 bis unter 8;12300;6290;6010
09162;      München, Landeshauptstadt;8 bis unter 9;12169;6189;5980
09162;      München, Landeshauptstadt;9 bis unter 10;11944;6150;5794
09162;      München, Landeshauptstadt;10 bis unter 11;12104;6119;5985
09162;      München, Landeshauptstadt;11 bis unter 12;11714;5983;5731
09162;      München, Landeshauptstadt;12 bis unter 13;11328;5885;5443
09162;      München, Landeshauptstadt;13 bis unter 14;11304;5723;5581
09162;      München, Landeshauptstadt;14 bis unter 15;10915;5595;5320
09162;      München, Landeshauptstadt;15 bis unter 16;10971;5627;5344
09162;      München, Landeshauptstadt;16 bis unter 17;10704;5421;5283
09162;      München, Landeshauptstadt;17 bis unter 18;10805;5717;5088
09162;      München, Landeshauptstadt;18 bis unter 19;11853;6025;5828
09162;      München, Landeshauptstadt;19 bis unter 20;13612;6967;6645
09162;      München, Landeshauptstadt;20 bis unter 21;15795;8145;7650
09162;      München, Landeshauptstadt;21 bis unter 22;17437;9063;8374
09162;      München, Landeshauptstadt;22 bis unter 23;18391;9288;9103
09162;      München, Landeshauptstadt;23 bis unter 24;19730;9756;9974
09162;      München, Landeshauptstadt;24 bis unter 25;21299;10412;10887
09162;      München, Landeshauptstadt;25 bis unter 26;23492;11454;12038
09162;      München, Landeshauptstadt;26 bis unter 27;25328;12071;13257
09162;      München, Landeshauptstadt;27 bis unter 28;27278;13292;13986
09162;      München, Landeshauptstadt;28 bis unter 29;29111;14363;14748
09162;      München, Landeshauptstadt;29 bis unter 30;28831;13915;14916
09162;      München, Landeshauptstadt;30 bis unter 31;29853;14797;15056
09162;      München, Landeshauptstadt;31 bis unter 32;28851;14553;14298
09162;      München, Landeshauptstadt;32 bis unter 33;27518;13866;13652
09162;      München, Landeshauptstadt;33 bis unter 34;26380;13284;13096
09162;      München, Landeshauptstadt;34 bis unter 35;25659;12929;12730
09162;      München, Landeshauptstadt;35 bis unter 36;24733;12150;12583
09162;      München, Landeshauptstadt;36 bis unter 37;24809;12366;12443
09162;      München, Landeshauptstadt;37 bis unter 38;24045;11906;12139
09162;      München, Landeshauptstadt;38 bis unter 39;23279;11525;11754
09162;      München, Landeshauptstadt;39 bis unter 40;22120;10955;11165
09162;      München, Landeshauptstadt;40 bis unter 41;21006;10371;10635
09162;      München, Landeshauptstadt;41 bis unter 42;20570;10257;10313
09162;      München, Landeshauptstadt;42 bis unter 43;20136;10030;10106
09162;      München, Landeshauptstadt;43 bis unter 44;19566;9691;9875
09162;      München, Landeshauptstadt;44 bis unter 45;19530;9788;9742
09162;      München, Landeshauptstadt;45 bis unter 46;18674;9454;9220
09162;      München, Landeshauptstadt;46 bis unter 47;19609;9757;9852
09162;      München, Landeshauptstadt;47 bis unter 48;20350;10385;9965
09162;      München, Landeshauptstadt;48 bis unter 49;20525;10455;10070
09162;      München, Landeshauptstadt;49 bis unter 50;21483;11000;10483
09162;      München, Landeshauptstadt;50 bis unter 51;22052;11419;10633
09162;      München, Landeshauptstadt;51 bis unter 52;22191;11340;10851
09162;      München, Landeshauptstadt;52 bis unter 53;21793;11165;10628
09162;      München, Landeshauptstadt;53 bis unter 54;21243;10833;10410
09162;      München, Landeshauptstadt;54 bis unter 55;20952;10445;10507
09162;      München, Landeshauptstadt;55 bis unter 56;20111;10077;10034
09162;      München, Landeshauptstadt;56 bis unter 57;18749;9311;9438
09162;      München, Landeshauptstadt;57 bis unter 58;17918;8807;9111
09162;      München, Landeshauptstadt;58 bis unter 59;17071;8344;8727
09162;      München, Landeshauptstadt;59 bis unter 60;16278;7970;8308
09162;      München, Landeshauptstadt;60 bis unter 61;15324;7373;7951
09162;      München, Landeshauptstadt;61 bis unter 62;14800;7198;7602
09162;      München, Landeshauptstadt;62 bis unter 63;14422;6928;7494
09162;      München, Landeshauptstadt;63 bis unter 64;13650;6364;7286
09162;      München, Landeshauptstadt;64 bis unter 65;12741;5793;6948
09162;      München, Landeshauptstadt;65 bis unter 66;12389;5482;6907
09162;      München, Landeshauptstadt;66 bis unter 67;12749;5634;7115
09162;      München, Landeshauptstadt;67 bis unter 68;11902;5268;6634
09162;      München, Landeshauptstadt;68 bis unter 69;12878;5708;7170
09162;      München, Landeshauptstadt;69 bis unter 70;12819;5803;7016
09162;      München, Landeshauptstadt;70 bis unter 71;12543;5747;6796
09162;      München, Landeshauptstadt;71 bis unter 72;12688;5857;6831
09162;      München, Landeshauptstadt;72 bis unter 73;11603;5222;6381
09162;      München, Landeshauptstadt;73 bis unter 74;10124;4549;5575
09162;      München, Landeshauptstadt;74 bis unter 75;12450;5700;6750
09162;      München, Landeshauptstadt;75 bis unter 76;12446;5595;6851
09162;      München, Landeshauptstadt;76 bis unter 77;11660;5220;6440
09162;      München, Landeshauptstadt;77 bis unter 78;12920;5721;7199
09162;      München, Landeshauptstadt;78 bis unter 79;13088;5658;7430
09162;      München, Landeshauptstadt;79 bis unter 80;12133;5180;6953
09162;      München, Landeshauptstadt;80 bis unter 81;10557;4500;6057
09162;      München, Landeshauptstadt;81 bis unter 82;9523;3960;5563
09162;      München, Landeshauptstadt;82 bis unter 83;8727;3567;5160
09162;      München, Landeshauptstadt;83 bis unter 84;7512;2972;4540
09162;      München, Landeshauptstadt;84 bis unter 85;6564;2627;3937
09162;      München, Landeshauptstadt;85 bis unter 90;20601;7722;12879
09162;      München, Landeshauptstadt;90 bis unter 95;9087;2758;6329
09162;      München, Landeshauptstadt;95 oder älter;2327;551;1776
09162;      München, Landeshauptstadt;Insgesamt;1471508;717308;754200
09163;      Rosenheim (Krfr.St);unter 1;669;371;298
09163;      Rosenheim (Krfr.St);1 bis unter 2;693;376;317
09163;      Rosenheim (Krfr.St);2 bis unter 3;598;323;275
09163;      Rosenheim (Krfr.St);3 bis unter 4;613;324;289
09163;      Rosenheim (Krfr.St);4 bis unter 5;541;271;270
09163;      Rosenheim (Krfr.St);5 bis unter 6;544;280;264
09163;      Rosenheim (Krfr.St);6 bis unter 7;540;287;253
09163;      Rosenheim (Krfr.St);7 bis unter 8;521;237;284
09163;      Rosenheim (Krfr.St);8 bis unter 9;562;296;266
09163;      Rosenheim (Krfr.St);9 bis unter 10;560;292;268
09163;      Rosenheim (Krfr.St);10 bis unter 11;537;261;276
09163;      Rosenheim (Krfr.St);11 bis unter 12;553;273;280
09163;      Rosenheim (Krfr.St);12 bis unter 13;546;281;265
09163;      Rosenheim (Krfr.St);13 bis unter 14;560;275;285
09163;      Rosenheim (Krfr.St);14 bis unter 15;573;303;270
09163;      Rosenheim (Krfr.St);15 bis unter 16;558;306;252
09163;      Rosenheim (Krfr.St);16 bis unter 17;579;299;280
09163;      Rosenheim (Krfr.St);17 bis unter 18;588;310;278
09163;      Rosenheim (Krfr.St);18 bis unter 19;643;330;313
09163;      Rosenheim (Krfr.St);19 bis unter 20;659;332;327
09163;      Rosenheim (Krfr.St);20 bis unter 21;731;395;336
09163;      Rosenheim (Krfr.St);21 bis unter 22;784;403;381
09163;      Rosenheim (Krfr.St);22 bis unter 23;826;427;399
09163;      Rosenheim (Krfr.St);23 bis unter 24;883;461;422
09163;      Rosenheim (Krfr.St);24 bis unter 25;890;424;466
09163;      Rosenheim (Krfr.St);25 bis unter 26;1010;501;509
09163;      Rosenheim (Krfr.St);26 bis unter 27;917;505;412
09163;      Rosenheim (Krfr.St);27 bis unter 28;904;471;433
09163;      Rosenheim (Krfr.St);28 bis unter 29;1056;601;455
09163;      Rosenheim (Krfr.St);29 bis unter 30;985;539;446
09163;      Rosenheim (Krfr.St);30 bis unter 31;1062;549;513
09163;      Rosenheim (Krfr.St);31 bis unter 32;1006;555;451
09163;      Rosenheim (Krfr.St);32 bis unter 33;927;487;440
09163;      Rosenheim (Krfr.St);33 bis unter 34;897;469;428
09163;      Rosenheim (Krfr.St);34 bis unter 35;921;488;433
09163;      Rosenheim (Krfr.St);35 bis unter 36;879;491;388
09163;      Rosenheim (Krfr.St);36 bis unter 37;870;446;424
09163;      Rosenheim (Krfr.St);37 bis unter 38;810;401;409
09163;      Rosenheim (Krfr.St);38 bis unter 39;853;424;429
09163;      Rosenheim (Krfr.St);39 bis unter 40;795;401;394
09163;      Rosenheim (Krfr.St);40 bis unter 41;809;424;385
09163;      Rosenheim (Krfr.St);41 bis unter 42;808;419;389
09163;      Rosenheim (Krfr.St);42 bis unter 43;804;406;398
09163;      Rosenheim (Krfr.St);43 bis unter 44;805;419;386
09163;      Rosenheim (Krfr.St);44 bis unter 45;825;391;434
09163;      Rosenheim (Krfr.St);45 bis unter 46;794;392;402
09163;      Rosenheim (Krfr.St);46 bis unter 47;766;386;380
09163;      Rosenheim (Krfr.St);47 bis unter 48;814;411;403
09163;      Rosenheim (Krfr.St);48 bis unter 49;849;450;399
09163;      Rosenheim (Krfr.St);49 bis unter 50;940;492;448
09163;      Rosenheim (Krfr.St);50 bis unter 51;958;477;481
09163;      Rosenheim (Krfr.St);51 bis unter 52;959;492;467
09163;      Rosenheim (Krfr.St);52 bis unter 53;996;514;482
09163;      Rosenheim (Krfr.St);53 bis unter 54;1025;502;523
09163;      Rosenheim (Krfr.St);54 bis unter 55;1007;502;505
09163;      Rosenheim (Krfr.St);55 bis unter 56;998;511;487
09163;      Rosenheim (Krfr.St);56 bis unter 57;876;426;450
09163;      Rosenheim (Krfr.St);57 bis unter 58;867;427;440
09163;      Rosenheim (Krfr.St);58 bis unter 59;834;413;421
09163;      Rosenheim (Krfr.St);59 bis unter 60;761;383;378
09163;      Rosenheim (Krfr.St);60 bis unter 61;709;354;355
09163;      Rosenheim (Krfr.St);61 bis unter 62;744;382;362
09163;      Rosenheim (Krfr.St);62 bis unter 63;680;328;352
09163;      Rosenheim (Krfr.St);63 bis unter 64;651;303;348
09163;      Rosenheim (Krfr.St);64 bis unter 65;670;295;375
09163;      Rosenheim (Krfr.St);65 bis unter 66;618;267;351
09163;      Rosenheim (Krfr.St);66 bis unter 67;653;276;377
09163;      Rosenheim (Krfr.St);67 bis unter 68;633;295;338
09163;      Rosenheim (Krfr.St);68 bis unter 69;672;298;374
09163;      Rosenheim (Krfr.St);69 bis unter 70;681;312;369
09163;      Rosenheim (Krfr.St);70 bis unter 71;618;283;335
09163;      Rosenheim (Krfr.St);71 bis unter 72;620;274;346
09163;      Rosenheim (Krfr.St);72 bis unter 73;567;246;321
09163;      Rosenheim (Krfr.St);73 bis unter 74;443;208;235
09163;      Rosenheim (Krfr.St);74 bis unter 75;586;257;329
09163;      Rosenheim (Krfr.St);75 bis unter 76;633;282;351
09163;      Rosenheim (Krfr.St);76 bis unter 77;560;256;304
09163;      Rosenheim (Krfr.St);77 bis unter 78;653;283;370
09163;      Rosenheim (Krfr.St);78 bis unter 79;613;266;347
09163;      Rosenheim (Krfr.St);79 bis unter 80;577;244;333
09163;      Rosenheim (Krfr.St);80 bis unter 81;530;225;305
09163;      Rosenheim (Krfr.St);81 bis unter 82;446;195;251
09163;      Rosenheim (Krfr.St);82 bis unter 83;443;165;278
09163;      Rosenheim (Krfr.St);83 bis unter 84;305;118;187
09163;      Rosenheim (Krfr.St);84 bis unter 85;302;110;192
09163;      Rosenheim (Krfr.St);85 bis unter 90;991;353;638
09163;      Rosenheim (Krfr.St);90 bis unter 95;460;123;337
09163;      Rosenheim (Krfr.St);95 oder älter;128;21;107
09163;      Rosenheim (Krfr.St);Insgesamt;63324;31321;32003
KS091;    Kreisfreie Städte Oberbayern;unter 1;19479;10076;9403
KS091;    Kreisfreie Städte Oberbayern;1 bis unter 2;18689;9416;9273
KS091;    Kreisfreie Städte Oberbayern;2 bis unter 3;18060;9242;8818
KS091;    Kreisfreie Städte Oberbayern;3 bis unter 4;16793;8523;8270
KS091;    Kreisfreie Städte Oberbayern;4 bis unter 5;16191;8322;7869
KS091;    Kreisfreie Städte Oberbayern;5 bis unter 6;15748;8059;7689
KS091;    Kreisfreie Städte Oberbayern;6 bis unter 7;14901;7641;7260
KS091;    Kreisfreie Städte Oberbayern;7 bis unter 8;14017;7137;6880
KS091;    Kreisfreie Städte Oberbayern;8 bis unter 9;13954;7132;6822
KS091;    Kreisfreie Städte Oberbayern;9 bis unter 10;13624;6999;6625
KS091;    Kreisfreie Städte Oberbayern;10 bis unter 11;13791;6982;6809
KS091;    Kreisfreie Städte Oberbayern;11 bis unter 12;13489;6888;6601
KS091;    Kreisfreie Städte Oberbayern;12 bis unter 13;13080;6795;6285
KS091;    Kreisfreie Städte Oberbayern;13 bis unter 14;12989;6595;6394
KS091;    Kreisfreie Städte Oberbayern;14 bis unter 15;12690;6467;6223
KS091;    Kreisfreie Städte Oberbayern;15 bis unter 16;12718;6550;6168
KS091;    Kreisfreie Städte Oberbayern;16 bis unter 17;12543;6377;6166
KS091;    Kreisfreie Städte Oberbayern;17 bis unter 18;12565;6681;5884
KS091;    Kreisfreie Städte Oberbayern;18 bis unter 19;13799;7077;6722
KS091;    Kreisfreie Städte Oberbayern;19 bis unter 20;15689;8084;7605
KS091;    Kreisfreie Städte Oberbayern;20 bis unter 21;18080;9433;8647
KS091;    Kreisfreie Städte Oberbayern;21 bis unter 22;19842;10359;9483
KS091;    Kreisfreie Städte Oberbayern;22 bis unter 23;20880;10582;10298
KS091;    Kreisfreie Städte Oberbayern;23 bis unter 24;22248;11113;11135
KS091;    Kreisfreie Städte Oberbayern;24 bis unter 25;24031;11798;12233
KS091;    Kreisfreie Städte Oberbayern;25 bis unter 26;26414;12976;13438
KS091;    Kreisfreie Städte Oberbayern;26 bis unter 27;28229;13632;14597
KS091;    Kreisfreie Städte Oberbayern;27 bis unter 28;30387;14915;15472
KS091;    Kreisfreie Städte Oberbayern;28 bis unter 29;32569;16246;16323
KS091;    Kreisfreie Städte Oberbayern;29 bis unter 30;32305;15758;16547
KS091;    Kreisfreie Städte Oberbayern;30 bis unter 31;33402;16717;16685
KS091;    Kreisfreie Städte Oberbayern;31 bis unter 32;32327;16447;15880
KS091;    Kreisfreie Städte Oberbayern;32 bis unter 33;30820;15668;15152
KS091;    Kreisfreie Städte Oberbayern;33 bis unter 34;29545;15014;14531
KS091;    Kreisfreie Städte Oberbayern;34 bis unter 35;28740;14579;14161
KS091;    Kreisfreie Städte Oberbayern;35 bis unter 36;27740;13790;13950
KS091;    Kreisfreie Städte Oberbayern;36 bis unter 37;27748;13907;13841
KS091;    Kreisfreie Städte Oberbayern;37 bis unter 38;26881;13335;13546
KS091;    Kreisfreie Städte Oberbayern;38 bis unter 39;26111;12958;13153
KS091;    Kreisfreie Städte Oberbayern;39 bis unter 40;24870;12364;12506
KS091;    Kreisfreie Städte Oberbayern;40 bis unter 41;23655;11774;11881
KS091;    Kreisfreie Städte Oberbayern;41 bis unter 42;23230;11652;11578
KS091;    Kreisfreie Städte Oberbayern;42 bis unter 43;22701;11376;11325
KS091;    Kreisfreie Städte Oberbayern;43 bis unter 44;22085;10950;11135
KS091;    Kreisfreie Städte Oberbayern;44 bis unter 45;22122;11098;11024
KS091;    Kreisfreie Städte Oberbayern;45 bis unter 46;21113;10663;10450
KS091;    Kreisfreie Städte Oberbayern;46 bis unter 47;22071;11006;11065
KS091;    Kreisfreie Städte Oberbayern;47 bis unter 48;23031;11770;11261
KS091;    Kreisfreie Städte Oberbayern;48 bis unter 49;23250;11878;11372
KS091;    Kreisfreie Städte Oberbayern;49 bis unter 50;24364;12519;11845
KS091;    Kreisfreie Städte Oberbayern;50 bis unter 51;25034;12957;12077
KS091;    Kreisfreie Städte Oberbayern;51 bis unter 52;25167;12845;12322
KS091;    Kreisfreie Städte Oberbayern;52 bis unter 53;24758;12705;12053
KS091;    Kreisfreie Städte Oberbayern;53 bis unter 54;24249;12328;11921
KS091;    Kreisfreie Städte Oberbayern;54 bis unter 55;23943;11980;11963
KS091;    Kreisfreie Städte Oberbayern;55 bis unter 56;23056;11573;11483
KS091;    Kreisfreie Städte Oberbayern;56 bis unter 57;21445;10656;10789
KS091;    Kreisfreie Städte Oberbayern;57 bis unter 58;20721;10271;10450
KS091;    Kreisfreie Städte Oberbayern;58 bis unter 59;19679;9644;10035
KS091;    Kreisfreie Städte Oberbayern;59 bis unter 60;18824;9250;9574
KS091;    Kreisfreie Städte Oberbayern;60 bis unter 61;17727;8537;9190
KS091;    Kreisfreie Städte Oberbayern;61 bis unter 62;17173;8400;8773
KS091;    Kreisfreie Städte Oberbayern;62 bis unter 63;16654;8013;8641
KS091;    Kreisfreie Städte Oberbayern;63 bis unter 64;15797;7381;8416
KS091;    Kreisfreie Städte Oberbayern;64 bis unter 65;14826;6754;8072
KS091;    Kreisfreie Städte Oberbayern;65 bis unter 66;14325;6364;7961
KS091;    Kreisfreie Städte Oberbayern;66 bis unter 67;14765;6547;8218
KS091;    Kreisfreie Städte Oberbayern;67 bis unter 68;13822;6182;7640
KS091;    Kreisfreie Städte Oberbayern;68 bis unter 69;14856;6595;8261
KS091;    Kreisfreie Städte Oberbayern;69 bis unter 70;14698;6645;8053
KS091;    Kreisfreie Städte Oberbayern;70 bis unter 71;14283;6554;7729
KS091;    Kreisfreie Städte Oberbayern;71 bis unter 72;14456;6673;7783
KS091;    Kreisfreie Städte Oberbayern;72 bis unter 73;13142;5932;7210
KS091;    Kreisfreie Städte Oberbayern;73 bis unter 74;11441;5158;6283
KS091;    Kreisfreie Städte Oberbayern;74 bis unter 75;14092;6453;7639
KS091;    Kreisfreie Städte Oberbayern;75 bis unter 76;14115;6323;7792
KS091;    Kreisfreie Städte Oberbayern;76 bis unter 77;13314;5984;7330
KS091;    Kreisfreie Städte Oberbayern;77 bis unter 78;14820;6552;8268
KS091;    Kreisfreie Städte Oberbayern;78 bis unter 79;14924;6471;8453
KS091;    Kreisfreie Städte Oberbayern;79 bis unter 80;13940;5990;7950
KS091;    Kreisfreie Städte Oberbayern;80 bis unter 81;12161;5178;6983
KS091;    Kreisfreie Städte Oberbayern;81 bis unter 82;10936;4541;6395
KS091;    Kreisfreie Städte Oberbayern;82 bis unter 83;9988;4065;5923
KS091;    Kreisfreie Städte Oberbayern;83 bis unter 84;8583;3409;5174
KS091;    Kreisfreie Städte Oberbayern;84 bis unter 85;7545;2999;4546
KS091;    Kreisfreie Städte Oberbayern;85 bis unter 90;23766;8864;14902
KS091;    Kreisfreie Städte Oberbayern;90 bis unter 95;10515;3169;7346
KS091;    Kreisfreie Städte Oberbayern;95 oder älter;2673;619;2054
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;1671813;817881;853932
09171;      Altötting (Lkr);unter 1;1117;555;562
09171;      Altötting (Lkr);1 bis unter 2;1084;569;515
09171;      Altötting (Lkr);2 bis unter 3;1111;544;567
09171;      Altötting (Lkr);3 bis unter 4;1033;502;531
09171;      Altötting (Lkr);4 bis unter 5;1065;557;508
09171;      Altötting (Lkr);5 bis unter 6;952;458;494
09171;      Altötting (Lkr);6 bis unter 7;1029;503;526
09171;      Altötting (Lkr);7 bis unter 8;1016;525;491
09171;      Altötting (Lkr);8 bis unter 9;1004;536;468
09171;      Altötting (Lkr);9 bis unter 10;944;490;454
09171;      Altötting (Lkr);10 bis unter 11;1018;509;509
09171;      Altötting (Lkr);11 bis unter 12;997;529;468
09171;      Altötting (Lkr);12 bis unter 13;1011;520;491
09171;      Altötting (Lkr);13 bis unter 14;1036;536;500
09171;      Altötting (Lkr);14 bis unter 15;1080;542;538
09171;      Altötting (Lkr);15 bis unter 16;1106;573;533
09171;      Altötting (Lkr);16 bis unter 17;1098;578;520
09171;      Altötting (Lkr);17 bis unter 18;1085;540;545
09171;      Altötting (Lkr);18 bis unter 19;1108;540;568
09171;      Altötting (Lkr);19 bis unter 20;1207;656;551
09171;      Altötting (Lkr);20 bis unter 21;1207;670;537
09171;      Altötting (Lkr);21 bis unter 22;1234;647;587
09171;      Altötting (Lkr);22 bis unter 23;1216;639;577
09171;      Altötting (Lkr);23 bis unter 24;1213;643;570
09171;      Altötting (Lkr);24 bis unter 25;1271;711;560
09171;      Altötting (Lkr);25 bis unter 26;1247;607;640
09171;      Altötting (Lkr);26 bis unter 27;1313;727;586
09171;      Altötting (Lkr);27 bis unter 28;1306;699;607
09171;      Altötting (Lkr);28 bis unter 29;1304;671;633
09171;      Altötting (Lkr);29 bis unter 30;1323;703;620
09171;      Altötting (Lkr);30 bis unter 31;1296;682;614
09171;      Altötting (Lkr);31 bis unter 32;1289;678;611
09171;      Altötting (Lkr);32 bis unter 33;1350;688;662
09171;      Altötting (Lkr);33 bis unter 34;1336;713;623
09171;      Altötting (Lkr);34 bis unter 35;1281;647;634
09171;      Altötting (Lkr);35 bis unter 36;1332;717;615
09171;      Altötting (Lkr);36 bis unter 37;1457;720;737
09171;      Altötting (Lkr);37 bis unter 38;1373;709;664
09171;      Altötting (Lkr);38 bis unter 39;1440;727;713
09171;      Altötting (Lkr);39 bis unter 40;1321;692;629
09171;      Altötting (Lkr);40 bis unter 41;1212;599;613
09171;      Altötting (Lkr);41 bis unter 42;1243;641;602
09171;      Altötting (Lkr);42 bis unter 43;1257;651;606
09171;      Altötting (Lkr);43 bis unter 44;1222;642;580
