code;name;agegroup;population_total;population_m;population_f
09190;      Weilheim-Schongau (Lkr);31 bis unter 32;1538;780;758
09190;      Weilheim-Schongau (Lkr);32 bis unter 33;1635;852;783
09190;      Weilheim-Schongau (Lkr);33 bis unter 34;1515;776;739
09190;      Weilheim-Schongau (Lkr);34 bis unter 35;1575;774;801
09190;      Weilheim-Schongau (Lkr);35 bis unter 36;1638;864;774
09190;      Weilheim-Schongau (Lkr);36 bis unter 37;1651;831;820
09190;      Weilheim-Schongau (Lkr);37 bis unter 38;1569;808;761
09190;      Weilheim-Schongau (Lkr);38 bis unter 39;1636;821;815
09190;      Weilheim-Schongau (Lkr);39 bis unter 40;1568;757;811
09190;      Weilheim-Schongau (Lkr);40 bis unter 41;1580;777;803
09190;      Weilheim-Schongau (Lkr);41 bis unter 42;1552;769;783
09190;      Weilheim-Schongau (Lkr);42 bis unter 43;1590;816;774
09190;      Weilheim-Schongau (Lkr);43 bis unter 44;1466;758;708
09190;      Weilheim-Schongau (Lkr);44 bis unter 45;1551;796;755
09190;      Weilheim-Schongau (Lkr);45 bis unter 46;1548;719;829
09190;      Weilheim-Schongau (Lkr);46 bis unter 47;1675;808;867
09190;      Weilheim-Schongau (Lkr);47 bis unter 48;1808;900;908
09190;      Weilheim-Schongau (Lkr);48 bis unter 49;2001;955;1046
09190;      Weilheim-Schongau (Lkr);49 bis unter 50;2241;1089;1152
09190;      Weilheim-Schongau (Lkr);50 bis unter 51;2265;1057;1208
09190;      Weilheim-Schongau (Lkr);51 bis unter 52;2393;1216;1177
09190;      Weilheim-Schongau (Lkr);52 bis unter 53;2418;1201;1217
09190;      Weilheim-Schongau (Lkr);53 bis unter 54;2357;1221;1136
09190;      Weilheim-Schongau (Lkr);54 bis unter 55;2439;1192;1247
09190;      Weilheim-Schongau (Lkr);55 bis unter 56;2364;1184;1180
09190;      Weilheim-Schongau (Lkr);56 bis unter 57;2304;1144;1160
09190;      Weilheim-Schongau (Lkr);57 bis unter 58;2303;1154;1149
09190;      Weilheim-Schongau (Lkr);58 bis unter 59;2087;1030;1057
09190;      Weilheim-Schongau (Lkr);59 bis unter 60;1990;976;1014
09190;      Weilheim-Schongau (Lkr);60 bis unter 61;1942;957;985
09190;      Weilheim-Schongau (Lkr);61 bis unter 62;1922;989;933
09190;      Weilheim-Schongau (Lkr);62 bis unter 63;1764;909;855
09190;      Weilheim-Schongau (Lkr);63 bis unter 64;1707;818;889
09190;      Weilheim-Schongau (Lkr);64 bis unter 65;1629;807;822
09190;      Weilheim-Schongau (Lkr);65 bis unter 66;1554;734;820
09190;      Weilheim-Schongau (Lkr);66 bis unter 67;1562;781;781
09190;      Weilheim-Schongau (Lkr);67 bis unter 68;1473;710;763
09190;      Weilheim-Schongau (Lkr);68 bis unter 69;1463;728;735
09190;      Weilheim-Schongau (Lkr);69 bis unter 70;1465;695;770
09190;      Weilheim-Schongau (Lkr);70 bis unter 71;1349;635;714
09190;      Weilheim-Schongau (Lkr);71 bis unter 72;1381;659;722
09190;      Weilheim-Schongau (Lkr);72 bis unter 73;1218;570;648
09190;      Weilheim-Schongau (Lkr);73 bis unter 74;989;475;514
09190;      Weilheim-Schongau (Lkr);74 bis unter 75;1346;662;684
09190;      Weilheim-Schongau (Lkr);75 bis unter 76;1302;598;704
09190;      Weilheim-Schongau (Lkr);76 bis unter 77;1235;587;648
09190;      Weilheim-Schongau (Lkr);77 bis unter 78;1490;709;781
09190;      Weilheim-Schongau (Lkr);78 bis unter 79;1456;667;789
09190;      Weilheim-Schongau (Lkr);79 bis unter 80;1396;671;725
09190;      Weilheim-Schongau (Lkr);80 bis unter 81;1247;611;636
09190;      Weilheim-Schongau (Lkr);81 bis unter 82;1126;510;616
09190;      Weilheim-Schongau (Lkr);82 bis unter 83;927;388;539
09190;      Weilheim-Schongau (Lkr);83 bis unter 84;873;370;503
09190;      Weilheim-Schongau (Lkr);84 bis unter 85;757;315;442
09190;      Weilheim-Schongau (Lkr);85 bis unter 90;2317;896;1421
09190;      Weilheim-Schongau (Lkr);90 bis unter 95;1027;298;729
09190;      Weilheim-Schongau (Lkr);95 oder älter;226;50;176
09190;      Weilheim-Schongau (Lkr);Insgesamt;135348;67321;68027
LK091;    Landkreise Oberbayern;unter 1;29422;15000;14422
LK091;    Landkreise Oberbayern;1 bis unter 2;29847;15211;14636
LK091;    Landkreise Oberbayern;2 bis unter 3;30077;15369;14708
LK091;    Landkreise Oberbayern;3 bis unter 4;29562;15214;14348
LK091;    Landkreise Oberbayern;4 bis unter 5;29317;15135;14182
LK091;    Landkreise Oberbayern;5 bis unter 6;28758;14509;14249
LK091;    Landkreise Oberbayern;6 bis unter 7;28780;14875;13905
LK091;    Landkreise Oberbayern;7 bis unter 8;27961;14402;13559
LK091;    Landkreise Oberbayern;8 bis unter 9;28411;14630;13781
LK091;    Landkreise Oberbayern;9 bis unter 10;28215;14552;13663
LK091;    Landkreise Oberbayern;10 bis unter 11;28705;14731;13974
LK091;    Landkreise Oberbayern;11 bis unter 12;28992;14899;14093
LK091;    Landkreise Oberbayern;12 bis unter 13;28317;14643;13674
LK091;    Landkreise Oberbayern;13 bis unter 14;28523;14694;13829
LK091;    Landkreise Oberbayern;14 bis unter 15;29853;15302;14551
LK091;    Landkreise Oberbayern;15 bis unter 16;29294;14948;14346
LK091;    Landkreise Oberbayern;16 bis unter 17;29914;15375;14539
LK091;    Landkreise Oberbayern;17 bis unter 18;30455;15751;14704
LK091;    Landkreise Oberbayern;18 bis unter 19;31940;16565;15375
LK091;    Landkreise Oberbayern;19 bis unter 20;32316;17300;15016
LK091;    Landkreise Oberbayern;20 bis unter 21;34008;18284;15724
LK091;    Landkreise Oberbayern;21 bis unter 22;35662;19592;16070
LK091;    Landkreise Oberbayern;22 bis unter 23;34380;18668;15712
LK091;    Landkreise Oberbayern;23 bis unter 24;34016;18480;15536
LK091;    Landkreise Oberbayern;24 bis unter 25;33737;18231;15506
LK091;    Landkreise Oberbayern;25 bis unter 26;34734;18516;16218
LK091;    Landkreise Oberbayern;26 bis unter 27;35300;18847;16453
LK091;    Landkreise Oberbayern;27 bis unter 28;35089;18825;16264
LK091;    Landkreise Oberbayern;28 bis unter 29;37281;19805;17476
LK091;    Landkreise Oberbayern;29 bis unter 30;36554;19187;17367
LK091;    Landkreise Oberbayern;30 bis unter 31;37057;19435;17622
LK091;    Landkreise Oberbayern;31 bis unter 32;36248;18754;17494
LK091;    Landkreise Oberbayern;32 bis unter 33;36888;19139;17749
LK091;    Landkreise Oberbayern;33 bis unter 34;36267;18611;17656
LK091;    Landkreise Oberbayern;34 bis unter 35;36415;18462;17953
LK091;    Landkreise Oberbayern;35 bis unter 36;36908;18830;18078
LK091;    Landkreise Oberbayern;36 bis unter 37;38860;19528;19332
LK091;    Landkreise Oberbayern;37 bis unter 38;38753;19522;19231
LK091;    Landkreise Oberbayern;38 bis unter 39;39482;19674;19808
LK091;    Landkreise Oberbayern;39 bis unter 40;38500;19364;19136
LK091;    Landkreise Oberbayern;40 bis unter 41;37898;18799;19099
LK091;    Landkreise Oberbayern;41 bis unter 42;38080;19311;18769
LK091;    Landkreise Oberbayern;42 bis unter 43;37633;19048;18585
LK091;    Landkreise Oberbayern;43 bis unter 44;37048;18625;18423
LK091;    Landkreise Oberbayern;44 bis unter 45;37413;18687;18726
LK091;    Landkreise Oberbayern;45 bis unter 46;37313;18710;18603
LK091;    Landkreise Oberbayern;46 bis unter 47;39866;19944;19922
LK091;    Landkreise Oberbayern;47 bis unter 48;43619;21950;21669
LK091;    Landkreise Oberbayern;48 bis unter 49;45471;22782;22689
LK091;    Landkreise Oberbayern;49 bis unter 50;49396;25129;24267
LK091;    Landkreise Oberbayern;50 bis unter 51;51922;26291;25631
LK091;    Landkreise Oberbayern;51 bis unter 52;53272;26930;26342
LK091;    Landkreise Oberbayern;52 bis unter 53;53254;26891;26363
LK091;    Landkreise Oberbayern;53 bis unter 54;52135;26283;25852
LK091;    Landkreise Oberbayern;54 bis unter 55;52427;26196;26231
LK091;    Landkreise Oberbayern;55 bis unter 56;50866;25485;25381
LK091;    Landkreise Oberbayern;56 bis unter 57;48910;24539;24371
LK091;    Landkreise Oberbayern;57 bis unter 58;47695;23892;23803
LK091;    Landkreise Oberbayern;58 bis unter 59;44850;22500;22350
LK091;    Landkreise Oberbayern;59 bis unter 60;43005;21541;21464
LK091;    Landkreise Oberbayern;60 bis unter 61;40943;20589;20354
LK091;    Landkreise Oberbayern;61 bis unter 62;39099;19395;19704
LK091;    Landkreise Oberbayern;62 bis unter 63;36485;18220;18265
LK091;    Landkreise Oberbayern;63 bis unter 64;34256;16799;17457
LK091;    Landkreise Oberbayern;64 bis unter 65;33004;15954;17050
LK091;    Landkreise Oberbayern;65 bis unter 66;31650;15066;16584
LK091;    Landkreise Oberbayern;66 bis unter 67;31392;14967;16425
LK091;    Landkreise Oberbayern;67 bis unter 68;30608;14467;16141
LK091;    Landkreise Oberbayern;68 bis unter 69;30939;14639;16300
LK091;    Landkreise Oberbayern;69 bis unter 70;30646;14194;16452
LK091;    Landkreise Oberbayern;70 bis unter 71;29452;13743;15709
LK091;    Landkreise Oberbayern;71 bis unter 72;29369;13818;15551
LK091;    Landkreise Oberbayern;72 bis unter 73;26023;11984;14039
LK091;    Landkreise Oberbayern;73 bis unter 74;21682;10164;11518
LK091;    Landkreise Oberbayern;74 bis unter 75;27696;12895;14801
LK091;    Landkreise Oberbayern;75 bis unter 76;27393;12810;14583
LK091;    Landkreise Oberbayern;76 bis unter 77;26503;12287;14216
LK091;    Landkreise Oberbayern;77 bis unter 78;31004;14090;16914
LK091;    Landkreise Oberbayern;78 bis unter 79;31502;14284;17218
LK091;    Landkreise Oberbayern;79 bis unter 80;30130;13599;16531
LK091;    Landkreise Oberbayern;80 bis unter 81;26027;11736;14291
LK091;    Landkreise Oberbayern;81 bis unter 82;22691;9983;12708
LK091;    Landkreise Oberbayern;82 bis unter 83;20029;8616;11413
LK091;    Landkreise Oberbayern;83 bis unter 84;18094;7601;10493
LK091;    Landkreise Oberbayern;84 bis unter 85;15489;6486;9003
LK091;    Landkreise Oberbayern;85 bis unter 90;48820;18601;30219
LK091;    Landkreise Oberbayern;90 bis unter 95;21040;6370;14670
LK091;    Landkreise Oberbayern;95 oder älter;5513;1147;4366
LK091;    Landkreise Oberbayern;Insgesamt;3014350;1500896;1513454
091;  Oberbayern;unter 1;48901;25076;23825
091;  Oberbayern;1 bis unter 2;48536;24627;23909
091;  Oberbayern;2 bis unter 3;48137;24611;23526
091;  Oberbayern;3 bis unter 4;46355;23737;22618
091;  Oberbayern;4 bis unter 5;45508;23457;22051
091;  Oberbayern;5 bis unter 6;44506;22568;21938
091;  Oberbayern;6 bis unter 7;43681;22516;21165
091;  Oberbayern;7 bis unter 8;41978;21539;20439
091;  Oberbayern;8 bis unter 9;42365;21762;20603
091;  Oberbayern;9 bis unter 10;41839;21551;20288
091;  Oberbayern;10 bis unter 11;42496;21713;20783
091;  Oberbayern;11 bis unter 12;42481;21787;20694
091;  Oberbayern;12 bis unter 13;41397;21438;19959
091;  Oberbayern;13 bis unter 14;41512;21289;20223
091;  Oberbayern;14 bis unter 15;42543;21769;20774
091;  Oberbayern;15 bis unter 16;42012;21498;20514
091;  Oberbayern;16 bis unter 17;42457;21752;20705
091;  Oberbayern;17 bis unter 18;43020;22432;20588
091;  Oberbayern;18 bis unter 19;45739;23642;22097
091;  Oberbayern;19 bis unter 20;48005;25384;22621
091;  Oberbayern;20 bis unter 21;52088;27717;24371
091;  Oberbayern;21 bis unter 22;55504;29951;25553
091;  Oberbayern;22 bis unter 23;55260;29250;26010
091;  Oberbayern;23 bis unter 24;56264;29593;26671
091;  Oberbayern;24 bis unter 25;57768;30029;27739
091;  Oberbayern;25 bis unter 26;61148;31492;29656
091;  Oberbayern;26 bis unter 27;63529;32479;31050
091;  Oberbayern;27 bis unter 28;65476;33740;31736
091;  Oberbayern;28 bis unter 29;69850;36051;33799
091;  Oberbayern;29 bis unter 30;68859;34945;33914
091;  Oberbayern;30 bis unter 31;70459;36152;34307
091;  Oberbayern;31 bis unter 32;68575;35201;33374
091;  Oberbayern;32 bis unter 33;67708;34807;32901
091;  Oberbayern;33 bis unter 34;65812;33625;32187
091;  Oberbayern;34 bis unter 35;65155;33041;32114
091;  Oberbayern;35 bis unter 36;64648;32620;32028
091;  Oberbayern;36 bis unter 37;66608;33435;33173
091;  Oberbayern;37 bis unter 38;65634;32857;32777
091;  Oberbayern;38 bis unter 39;65593;32632;32961
091;  Oberbayern;39 bis unter 40;63370;31728;31642
091;  Oberbayern;40 bis unter 41;61553;30573;30980
091;  Oberbayern;41 bis unter 42;61310;30963;30347
091;  Oberbayern;42 bis unter 43;60334;30424;29910
091;  Oberbayern;43 bis unter 44;59133;29575;29558
091;  Oberbayern;44 bis unter 45;59535;29785;29750
091;  Oberbayern;45 bis unter 46;58426;29373;29053
091;  Oberbayern;46 bis unter 47;61937;30950;30987
091;  Oberbayern;47 bis unter 48;66650;33720;32930
091;  Oberbayern;48 bis unter 49;68721;34660;34061
091;  Oberbayern;49 bis unter 50;73760;37648;36112
091;  Oberbayern;50 bis unter 51;76956;39248;37708
091;  Oberbayern;51 bis unter 52;78439;39775;38664
091;  Oberbayern;52 bis unter 53;78012;39596;38416
091;  Oberbayern;53 bis unter 54;76384;38611;37773
091;  Oberbayern;54 bis unter 55;76370;38176;38194
091;  Oberbayern;55 bis unter 56;73922;37058;36864
091;  Oberbayern;56 bis unter 57;70355;35195;35160
091;  Oberbayern;57 bis unter 58;68416;34163;34253
091;  Oberbayern;58 bis unter 59;64529;32144;32385
091;  Oberbayern;59 bis unter 60;61829;30791;31038
091;  Oberbayern;60 bis unter 61;58670;29126;29544
091;  Oberbayern;61 bis unter 62;56272;27795;28477
091;  Oberbayern;62 bis unter 63;53139;26233;26906
091;  Oberbayern;63 bis unter 64;50053;24180;25873
091;  Oberbayern;64 bis unter 65;47830;22708;25122
091;  Oberbayern;65 bis unter 66;45975;21430;24545
091;  Oberbayern;66 bis unter 67;46157;21514;24643
091;  Oberbayern;67 bis unter 68;44430;20649;23781
091;  Oberbayern;68 bis unter 69;45795;21234;24561
091;  Oberbayern;69 bis unter 70;45344;20839;24505
091;  Oberbayern;70 bis unter 71;43735;20297;23438
091;  Oberbayern;71 bis unter 72;43825;20491;23334
091;  Oberbayern;72 bis unter 73;39165;17916;21249
091;  Oberbayern;73 bis unter 74;33123;15322;17801
091;  Oberbayern;74 bis unter 75;41788;19348;22440
091;  Oberbayern;75 bis unter 76;41508;19133;22375
091;  Oberbayern;76 bis unter 77;39817;18271;21546
091;  Oberbayern;77 bis unter 78;45824;20642;25182
091;  Oberbayern;78 bis unter 79;46426;20755;25671
091;  Oberbayern;79 bis unter 80;44070;19589;24481
091;  Oberbayern;80 bis unter 81;38188;16914;21274
091;  Oberbayern;81 bis unter 82;33627;14524;19103
091;  Oberbayern;82 bis unter 83;30017;12681;17336
091;  Oberbayern;83 bis unter 84;26677;11010;15667
091;  Oberbayern;84 bis unter 85;23034;9485;13549
091;  Oberbayern;85 bis unter 90;72586;27465;45121
091;  Oberbayern;90 bis unter 95;31555;9539;22016
091;  Oberbayern;95 oder älter;8186;1766;6420
091;  Oberbayern;Insgesamt;4686163;2318777;2367386
09261;      Landshut (Krfr.St);unter 1;734;367;367
09261;      Landshut (Krfr.St);1 bis unter 2;652;318;334
09261;      Landshut (Krfr.St);2 bis unter 3;688;358;330
09261;      Landshut (Krfr.St);3 bis unter 4;664;352;312
09261;      Landshut (Krfr.St);4 bis unter 5;645;343;302
09261;      Landshut (Krfr.St);5 bis unter 6;579;275;304
09261;      Landshut (Krfr.St);6 bis unter 7;617;320;297
09261;      Landshut (Krfr.St);7 bis unter 8;584;281;303
09261;      Landshut (Krfr.St);8 bis unter 9;632;326;306
09261;      Landshut (Krfr.St);9 bis unter 10;638;302;336
09261;      Landshut (Krfr.St);10 bis unter 11;619;320;299
09261;      Landshut (Krfr.St);11 bis unter 12;618;347;271
09261;      Landshut (Krfr.St);12 bis unter 13;562;296;266
09261;      Landshut (Krfr.St);13 bis unter 14;570;284;286
09261;      Landshut (Krfr.St);14 bis unter 15;600;302;298
09261;      Landshut (Krfr.St);15 bis unter 16;568;283;285
09261;      Landshut (Krfr.St);16 bis unter 17;642;320;322
09261;      Landshut (Krfr.St);17 bis unter 18;591;313;278
09261;      Landshut (Krfr.St);18 bis unter 19;667;335;332
09261;      Landshut (Krfr.St);19 bis unter 20;767;428;339
09261;      Landshut (Krfr.St);20 bis unter 21;834;447;387
09261;      Landshut (Krfr.St);21 bis unter 22;910;471;439
09261;      Landshut (Krfr.St);22 bis unter 23;924;470;454
09261;      Landshut (Krfr.St);23 bis unter 24;1003;503;500
09261;      Landshut (Krfr.St);24 bis unter 25;982;524;458
09261;      Landshut (Krfr.St);25 bis unter 26;1069;550;519
09261;      Landshut (Krfr.St);26 bis unter 27;1163;586;577
09261;      Landshut (Krfr.St);27 bis unter 28;1131;614;517
09261;      Landshut (Krfr.St);28 bis unter 29;1146;601;545
09261;      Landshut (Krfr.St);29 bis unter 30;1163;618;545
09261;      Landshut (Krfr.St);30 bis unter 31;1121;572;549
09261;      Landshut (Krfr.St);31 bis unter 32;1132;588;544
09261;      Landshut (Krfr.St);32 bis unter 33;1088;565;523
09261;      Landshut (Krfr.St);33 bis unter 34;1019;522;497
09261;      Landshut (Krfr.St);34 bis unter 35;962;493;469
09261;      Landshut (Krfr.St);35 bis unter 36;970;524;446
09261;      Landshut (Krfr.St);36 bis unter 37;957;486;471
09261;      Landshut (Krfr.St);37 bis unter 38;991;505;486
09261;      Landshut (Krfr.St);38 bis unter 39;992;490;502
09261;      Landshut (Krfr.St);39 bis unter 40;930;459;471
09261;      Landshut (Krfr.St);40 bis unter 41;933;457;476
09261;      Landshut (Krfr.St);41 bis unter 42;970;517;453
09261;      Landshut (Krfr.St);42 bis unter 43;917;449;468
09261;      Landshut (Krfr.St);43 bis unter 44;985;479;506
09261;      Landshut (Krfr.St);44 bis unter 45;940;485;455
09261;      Landshut (Krfr.St);45 bis unter 46;909;437;472
09261;      Landshut (Krfr.St);46 bis unter 47;911;484;427
09261;      Landshut (Krfr.St);47 bis unter 48;944;484;460
09261;      Landshut (Krfr.St);48 bis unter 49;1032;509;523
09261;      Landshut (Krfr.St);49 bis unter 50;1142;578;564
09261;      Landshut (Krfr.St);50 bis unter 51;1213;640;573
09261;      Landshut (Krfr.St);51 bis unter 52;1187;607;580
09261;      Landshut (Krfr.St);52 bis unter 53;1108;557;551
09261;      Landshut (Krfr.St);53 bis unter 54;988;514;474
09261;      Landshut (Krfr.St);54 bis unter 55;1101;559;542
09261;      Landshut (Krfr.St);55 bis unter 56;1130;589;541
09261;      Landshut (Krfr.St);56 bis unter 57;1009;496;513
09261;      Landshut (Krfr.St);57 bis unter 58;1015;501;514
09261;      Landshut (Krfr.St);58 bis unter 59;920;446;474
09261;      Landshut (Krfr.St);59 bis unter 60;938;432;506
09261;      Landshut (Krfr.St);60 bis unter 61;904;421;483
09261;      Landshut (Krfr.St);61 bis unter 62;846;375;471
09261;      Landshut (Krfr.St);62 bis unter 63;857;409;448
09261;      Landshut (Krfr.St);63 bis unter 64;779;358;421
09261;      Landshut (Krfr.St);64 bis unter 65;802;369;433
09261;      Landshut (Krfr.St);65 bis unter 66;748;343;405
09261;      Landshut (Krfr.St);66 bis unter 67;753;345;408
09261;      Landshut (Krfr.St);67 bis unter 68;783;360;423
09261;      Landshut (Krfr.St);68 bis unter 69;783;363;420
09261;      Landshut (Krfr.St);69 bis unter 70;722;324;398
09261;      Landshut (Krfr.St);70 bis unter 71;674;287;387
09261;      Landshut (Krfr.St);71 bis unter 72;715;292;423
09261;      Landshut (Krfr.St);72 bis unter 73;626;280;346
09261;      Landshut (Krfr.St);73 bis unter 74;486;193;293
09261;      Landshut (Krfr.St);74 bis unter 75;650;298;352
09261;      Landshut (Krfr.St);75 bis unter 76;667;296;371
09261;      Landshut (Krfr.St);76 bis unter 77;590;262;328
09261;      Landshut (Krfr.St);77 bis unter 78;699;311;388
09261;      Landshut (Krfr.St);78 bis unter 79;703;299;404
09261;      Landshut (Krfr.St);79 bis unter 80;681;294;387
09261;      Landshut (Krfr.St);80 bis unter 81;611;274;337
09261;      Landshut (Krfr.St);81 bis unter 82;581;221;360
09261;      Landshut (Krfr.St);82 bis unter 83;469;222;247
09261;      Landshut (Krfr.St);83 bis unter 84;422;171;251
09261;      Landshut (Krfr.St);84 bis unter 85;365;122;243
09261;      Landshut (Krfr.St);85 bis unter 90;1278;431;847
09261;      Landshut (Krfr.St);90 bis unter 95;625;169;456
09261;      Landshut (Krfr.St);95 oder älter;169;36;133
09261;      Landshut (Krfr.St);Insgesamt;72404;35403;37001
09262;      Passau (Krfr.St);unter 1;434;212;222
09262;      Passau (Krfr.St);1 bis unter 2;381;195;186
09262;      Passau (Krfr.St);2 bis unter 3;422;203;219
09262;      Passau (Krfr.St);3 bis unter 4;374;185;189
09262;      Passau (Krfr.St);4 bis unter 5;383;205;178
09262;      Passau (Krfr.St);5 bis unter 6;373;186;187
09262;      Passau (Krfr.St);6 bis unter 7;374;173;201
09262;      Passau (Krfr.St);7 bis unter 8;343;163;180
09262;      Passau (Krfr.St);8 bis unter 9;359;190;169
09262;      Passau (Krfr.St);9 bis unter 10;379;202;177
09262;      Passau (Krfr.St);10 bis unter 11;349;170;179
09262;      Passau (Krfr.St);11 bis unter 12;358;185;173
09262;      Passau (Krfr.St);12 bis unter 13;364;179;185
09262;      Passau (Krfr.St);13 bis unter 14;339;166;173
09262;      Passau (Krfr.St);14 bis unter 15;359;191;168
09262;      Passau (Krfr.St);15 bis unter 16;405;212;193
09262;      Passau (Krfr.St);16 bis unter 17;407;191;216
09262;      Passau (Krfr.St);17 bis unter 18;376;203;173
09262;      Passau (Krfr.St);18 bis unter 19;490;234;256
09262;      Passau (Krfr.St);19 bis unter 20;677;303;374
09262;      Passau (Krfr.St);20 bis unter 21;989;445;544
09262;      Passau (Krfr.St);21 bis unter 22;1165;513;652
09262;      Passau (Krfr.St);22 bis unter 23;1109;515;594
09262;      Passau (Krfr.St);23 bis unter 24;1019;507;512
09262;      Passau (Krfr.St);24 bis unter 25;1080;564;516
09262;      Passau (Krfr.St);25 bis unter 26;1034;519;515
09262;      Passau (Krfr.St);26 bis unter 27;1008;528;480
09262;      Passau (Krfr.St);27 bis unter 28;1049;564;485
09262;      Passau (Krfr.St);28 bis unter 29;1005;516;489
09262;      Passau (Krfr.St);29 bis unter 30;968;544;424
09262;      Passau (Krfr.St);30 bis unter 31;907;458;449
09262;      Passau (Krfr.St);31 bis unter 32;804;439;365
09262;      Passau (Krfr.St);32 bis unter 33;793;476;317
09262;      Passau (Krfr.St);33 bis unter 34;701;393;308
09262;      Passau (Krfr.St);34 bis unter 35;716;372;344
09262;      Passau (Krfr.St);35 bis unter 36;684;356;328
09262;      Passau (Krfr.St);36 bis unter 37;685;369;316
09262;      Passau (Krfr.St);37 bis unter 38;629;322;307
09262;      Passau (Krfr.St);38 bis unter 39;592;284;308
09262;      Passau (Krfr.St);39 bis unter 40;545;266;279
09262;      Passau (Krfr.St);40 bis unter 41;560;286;274
09262;      Passau (Krfr.St);41 bis unter 42;558;275;283
09262;      Passau (Krfr.St);42 bis unter 43;511;272;239
09262;      Passau (Krfr.St);43 bis unter 44;520;266;254
09262;      Passau (Krfr.St);44 bis unter 45;563;273;290
09262;      Passau (Krfr.St);45 bis unter 46;528;277;251
09262;      Passau (Krfr.St);46 bis unter 47;531;279;252
09262;      Passau (Krfr.St);47 bis unter 48;580;311;269
09262;      Passau (Krfr.St);48 bis unter 49;638;313;325
09262;      Passau (Krfr.St);49 bis unter 50;646;305;341
09262;      Passau (Krfr.St);50 bis unter 51;696;363;333
09262;      Passau (Krfr.St);51 bis unter 52;705;355;350
09262;      Passau (Krfr.St);52 bis unter 53;696;340;356
09262;      Passau (Krfr.St);53 bis unter 54;692;359;333
09262;      Passau (Krfr.St);54 bis unter 55;717;378;339
09262;      Passau (Krfr.St);55 bis unter 56;733;369;364
09262;      Passau (Krfr.St);56 bis unter 57;708;338;370
09262;      Passau (Krfr.St);57 bis unter 58;710;338;372
09262;      Passau (Krfr.St);58 bis unter 59;719;343;376
09262;      Passau (Krfr.St);59 bis unter 60;657;297;360
09262;      Passau (Krfr.St);60 bis unter 61;677;331;346
09262;      Passau (Krfr.St);61 bis unter 62;673;308;365
09262;      Passau (Krfr.St);62 bis unter 63;637;307;330
09262;      Passau (Krfr.St);63 bis unter 64;585;274;311
09262;      Passau (Krfr.St);64 bis unter 65;583;263;320
09262;      Passau (Krfr.St);65 bis unter 66;560;253;307
09262;      Passau (Krfr.St);66 bis unter 67;585;252;333
09262;      Passau (Krfr.St);67 bis unter 68;546;237;309
09262;      Passau (Krfr.St);68 bis unter 69;591;251;340
09262;      Passau (Krfr.St);69 bis unter 70;567;266;301
09262;      Passau (Krfr.St);70 bis unter 71;558;263;295
09262;      Passau (Krfr.St);71 bis unter 72;519;242;277
09262;      Passau (Krfr.St);72 bis unter 73;479;206;273
09262;      Passau (Krfr.St);73 bis unter 74;407;178;229
09262;      Passau (Krfr.St);74 bis unter 75;471;211;260
09262;      Passau (Krfr.St);75 bis unter 76;470;189;281
09262;      Passau (Krfr.St);76 bis unter 77;471;200;271
09262;      Passau (Krfr.St);77 bis unter 78;576;247;329
09262;      Passau (Krfr.St);78 bis unter 79;587;248;339
09262;      Passau (Krfr.St);79 bis unter 80;548;241;307
09262;      Passau (Krfr.St);80 bis unter 81;437;175;262
09262;      Passau (Krfr.St);81 bis unter 82;389;150;239
09262;      Passau (Krfr.St);82 bis unter 83;374;155;219
09262;      Passau (Krfr.St);83 bis unter 84;320;127;193
09262;      Passau (Krfr.St);84 bis unter 85;254;111;143
09262;      Passau (Krfr.St);85 bis unter 90;945;300;645
09262;      Passau (Krfr.St);90 bis unter 95;469;112;357
09262;      Passau (Krfr.St);95 oder älter;95;12;83
09262;      Passau (Krfr.St);Insgesamt;52469;25344;27125
09263;      Straubing (Krfr.St);unter 1;443;236;207
09263;      Straubing (Krfr.St);1 bis unter 2;422;217;205
09263;      Straubing (Krfr.St);2 bis unter 3;405;196;209
09263;      Straubing (Krfr.St);3 bis unter 4;381;190;191
09263;      Straubing (Krfr.St);4 bis unter 5;383;192;191
09263;      Straubing (Krfr.St);5 bis unter 6;345;189;156
09263;      Straubing (Krfr.St);6 bis unter 7;356;198;158
09263;      Straubing (Krfr.St);7 bis unter 8;341;167;174
09263;      Straubing (Krfr.St);8 bis unter 9;367;184;183
09263;      Straubing (Krfr.St);9 bis unter 10;379;194;185
09263;      Straubing (Krfr.St);10 bis unter 11;373;199;174
09263;      Straubing (Krfr.St);11 bis unter 12;368;200;168
09263;      Straubing (Krfr.St);12 bis unter 13;387;195;192
09263;      Straubing (Krfr.St);13 bis unter 14;415;222;193
09263;      Straubing (Krfr.St);14 bis unter 15;378;196;182
09263;      Straubing (Krfr.St);15 bis unter 16;375;184;191
09263;      Straubing (Krfr.St);16 bis unter 17;379;206;173
09263;      Straubing (Krfr.St);17 bis unter 18;410;219;191
09263;      Straubing (Krfr.St);18 bis unter 19;459;253;206
09263;      Straubing (Krfr.St);19 bis unter 20;521;279;242
09263;      Straubing (Krfr.St);20 bis unter 21;467;236;231
09263;      Straubing (Krfr.St);21 bis unter 22;547;308;239
09263;      Straubing (Krfr.St);22 bis unter 23;570;292;278
09263;      Straubing (Krfr.St);23 bis unter 24;590;319;271
09263;      Straubing (Krfr.St);24 bis unter 25;604;298;306
09263;      Straubing (Krfr.St);25 bis unter 26;667;366;301
