code;name;nationality;agegroup;population_total;population_m;population_f
09161;      Ingolstadt (Krfr.St);Insgesamt;unter 6;8619;4432;4187
09161;      Ingolstadt (Krfr.St);Insgesamt;6 bis unter 15;10676;5487;5189
09161;      Ingolstadt (Krfr.St);Insgesamt;15 bis unter 18;3621;1928;1693
09161;      Ingolstadt (Krfr.St);Insgesamt;18 bis unter 25;11036;6018;5018
09161;      Ingolstadt (Krfr.St);Insgesamt;25 bis unter 30;10992;5815;5177
09161;      Ingolstadt (Krfr.St);Insgesamt;30 bis unter 40;21917;11737;10180
09161;      Ingolstadt (Krfr.St);Insgesamt;40 bis unter 50;17959;9308;8651
09161;      Ingolstadt (Krfr.St);Insgesamt;50 bis unter 65;27023;13618;13405
09161;      Ingolstadt (Krfr.St);Insgesamt;65 oder älter;25138;10909;14229
09161;      Ingolstadt (Krfr.St);Insgesamt;Insgesamt;136981;69252;67729
09161;      Ingolstadt (Krfr.St);Deutsche;unter 6;7213;3689;3524
09161;      Ingolstadt (Krfr.St);Deutsche;6 bis unter 15;9177;4709;4468
09161;      Ingolstadt (Krfr.St);Deutsche;15 bis unter 18;3152;1668;1484
09161;      Ingolstadt (Krfr.St);Deutsche;18 bis unter 25;7912;4129;3783
09161;      Ingolstadt (Krfr.St);Deutsche;25 bis unter 30;7711;3971;3740
09161;      Ingolstadt (Krfr.St);Deutsche;30 bis unter 40;16180;8808;7372
09161;      Ingolstadt (Krfr.St);Deutsche;40 bis unter 50;13317;6935;6382
09161;      Ingolstadt (Krfr.St);Deutsche;50 bis unter 65;23508;11822;11686
09161;      Ingolstadt (Krfr.St);Deutsche;65 oder älter;23187;9917;13270
09161;      Ingolstadt (Krfr.St);Deutsche;Insgesamt;111357;55648;55709
09161;      Ingolstadt (Krfr.St);Ausländer;unter 6;1406;743;663
09161;      Ingolstadt (Krfr.St);Ausländer;6 bis unter 15;1499;778;721
09161;      Ingolstadt (Krfr.St);Ausländer;15 bis unter 18;469;260;209
09161;      Ingolstadt (Krfr.St);Ausländer;18 bis unter 25;3124;1889;1235
09161;      Ingolstadt (Krfr.St);Ausländer;25 bis unter 30;3281;1844;1437
09161;      Ingolstadt (Krfr.St);Ausländer;30 bis unter 40;5737;2929;2808
09161;      Ingolstadt (Krfr.St);Ausländer;40 bis unter 50;4642;2373;2269
09161;      Ingolstadt (Krfr.St);Ausländer;50 bis unter 65;3515;1796;1719
09161;      Ingolstadt (Krfr.St);Ausländer;65 oder älter;1951;992;959
09161;      Ingolstadt (Krfr.St);Ausländer;Insgesamt;25624;13604;12020
09162;      München, Landeshauptstadt;Insgesamt;unter 6;92683;47261;45422
09162;      München, Landeshauptstadt;Insgesamt;6 bis unter 15;106907;54644;52263
09162;      München, Landeshauptstadt;Insgesamt;15 bis unter 18;32480;16765;15715
09162;      München, Landeshauptstadt;Insgesamt;18 bis unter 25;118117;59656;58461
09162;      München, Landeshauptstadt;Insgesamt;25 bis unter 30;134040;65095;68945
09162;      München, Landeshauptstadt;Insgesamt;30 bis unter 40;257247;128331;128916
09162;      München, Landeshauptstadt;Insgesamt;40 bis unter 50;201449;101188;100261
09162;      München, Landeshauptstadt;Insgesamt;50 bis unter 65;269295;133367;135928
09162;      München, Landeshauptstadt;Insgesamt;65 oder älter;259290;111001;148289
09162;      München, Landeshauptstadt;Insgesamt;Insgesamt;1471508;717308;754200
09162;      München, Landeshauptstadt;Deutsche;unter 6;75962;38710;37252
09162;      München, Landeshauptstadt;Deutsche;6 bis unter 15;87901;44859;43042
09162;      München, Landeshauptstadt;Deutsche;15 bis unter 18;25978;13397;12581
09162;      München, Landeshauptstadt;Deutsche;18 bis unter 25;73740;35638;38102
09162;      München, Landeshauptstadt;Deutsche;25 bis unter 30;87044;41212;45832
09162;      München, Landeshauptstadt;Deutsche;30 bis unter 40;174186;87215;86971
09162;      München, Landeshauptstadt;Deutsche;40 bis unter 50;136404;69718;66686
09162;      München, Landeshauptstadt;Deutsche;50 bis unter 65;210771;104404;106367
09162;      München, Landeshauptstadt;Deutsche;65 oder älter;217289;90649;126640
09162;      München, Landeshauptstadt;Deutsche;Insgesamt;1089275;525802;563473
09162;      München, Landeshauptstadt;Ausländer;unter 6;16721;8551;8170
09162;      München, Landeshauptstadt;Ausländer;6 bis unter 15;19006;9785;9221
09162;      München, Landeshauptstadt;Ausländer;15 bis unter 18;6502;3368;3134
09162;      München, Landeshauptstadt;Ausländer;18 bis unter 25;44377;24018;20359
09162;      München, Landeshauptstadt;Ausländer;25 bis unter 30;46996;23883;23113
09162;      München, Landeshauptstadt;Ausländer;30 bis unter 40;83061;41116;41945
09162;      München, Landeshauptstadt;Ausländer;40 bis unter 50;65045;31470;33575
09162;      München, Landeshauptstadt;Ausländer;50 bis unter 65;58524;28963;29561
09162;      München, Landeshauptstadt;Ausländer;65 oder älter;42001;20352;21649
09162;      München, Landeshauptstadt;Ausländer;Insgesamt;382233;191506;190727
09163;      Rosenheim (Krfr.St);Insgesamt;unter 6;3658;1945;1713
09163;      Rosenheim (Krfr.St);Insgesamt;6 bis unter 15;4952;2505;2447
09163;      Rosenheim (Krfr.St);Insgesamt;15 bis unter 18;1725;915;810
09163;      Rosenheim (Krfr.St);Insgesamt;18 bis unter 25;5416;2772;2644
09163;      Rosenheim (Krfr.St);Insgesamt;25 bis unter 30;4872;2617;2255
09163;      Rosenheim (Krfr.St);Insgesamt;30 bis unter 40;9020;4711;4309
09163;      Rosenheim (Krfr.St);Insgesamt;40 bis unter 50;8214;4190;4024
09163;      Rosenheim (Krfr.St);Insgesamt;50 bis unter 65;12735;6309;6426
09163;      Rosenheim (Krfr.St);Insgesamt;65 oder älter;12732;5357;7375
09163;      Rosenheim (Krfr.St);Insgesamt;Insgesamt;63324;31321;32003
09163;      Rosenheim (Krfr.St);Deutsche;unter 6;3006;1592;1414
09163;      Rosenheim (Krfr.St);Deutsche;6 bis unter 15;4265;2142;2123
09163;      Rosenheim (Krfr.St);Deutsche;15 bis unter 18;1421;739;682
09163;      Rosenheim (Krfr.St);Deutsche;18 bis unter 25;3769;1848;1921
09163;      Rosenheim (Krfr.St);Deutsche;25 bis unter 30;3539;1836;1703
09163;      Rosenheim (Krfr.St);Deutsche;30 bis unter 40;6286;3230;3056
09163;      Rosenheim (Krfr.St);Deutsche;40 bis unter 50;5652;2859;2793
09163;      Rosenheim (Krfr.St);Deutsche;50 bis unter 65;10590;5225;5365
09163;      Rosenheim (Krfr.St);Deutsche;65 oder älter;11416;4723;6693
09163;      Rosenheim (Krfr.St);Deutsche;Insgesamt;49944;24194;25750
09163;      Rosenheim (Krfr.St);Ausländer;unter 6;652;353;299
09163;      Rosenheim (Krfr.St);Ausländer;6 bis unter 15;687;363;324
09163;      Rosenheim (Krfr.St);Ausländer;15 bis unter 18;304;176;128
09163;      Rosenheim (Krfr.St);Ausländer;18 bis unter 25;1647;924;723
09163;      Rosenheim (Krfr.St);Ausländer;25 bis unter 30;1333;781;552
09163;      Rosenheim (Krfr.St);Ausländer;30 bis unter 40;2734;1481;1253
09163;      Rosenheim (Krfr.St);Ausländer;40 bis unter 50;2562;1331;1231
09163;      Rosenheim (Krfr.St);Ausländer;50 bis unter 65;2145;1084;1061
09163;      Rosenheim (Krfr.St);Ausländer;65 oder älter;1316;634;682
09163;      Rosenheim (Krfr.St);Ausländer;Insgesamt;13380;7127;6253
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;unter 6;104960;53638;51322
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;6 bis unter 15;122535;62636;59899
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;15 bis unter 18;37826;19608;18218
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;18 bis unter 25;134569;68446;66123
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;25 bis unter 30;149904;73527;76377
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;30 bis unter 40;288184;144779;143405
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;40 bis unter 50;227622;114686;112936
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;50 bis unter 65;309053;153294;155759
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;65 oder älter;297160;127267;169893
KS091;    Kreisfreie Städte Oberbayern;Insgesamt;Insgesamt;1671813;817881;853932
KS091;    Kreisfreie Städte Oberbayern;Deutsche;unter 6;86181;43991;42190
KS091;    Kreisfreie Städte Oberbayern;Deutsche;6 bis unter 15;101343;51710;49633
KS091;    Kreisfreie Städte Oberbayern;Deutsche;15 bis unter 18;30551;15804;14747
KS091;    Kreisfreie Städte Oberbayern;Deutsche;18 bis unter 25;85421;41615;43806
KS091;    Kreisfreie Städte Oberbayern;Deutsche;25 bis unter 30;98294;47019;51275
KS091;    Kreisfreie Städte Oberbayern;Deutsche;30 bis unter 40;196652;99253;97399
KS091;    Kreisfreie Städte Oberbayern;Deutsche;40 bis unter 50;155373;79512;75861
KS091;    Kreisfreie Städte Oberbayern;Deutsche;50 bis unter 65;244869;121451;123418
KS091;    Kreisfreie Städte Oberbayern;Deutsche;65 oder älter;251892;105289;146603
KS091;    Kreisfreie Städte Oberbayern;Deutsche;Insgesamt;1250576;605644;644932
KS091;    Kreisfreie Städte Oberbayern;Ausländer;unter 6;18779;9647;9132
KS091;    Kreisfreie Städte Oberbayern;Ausländer;6 bis unter 15;21192;10926;10266
KS091;    Kreisfreie Städte Oberbayern;Ausländer;15 bis unter 18;7275;3804;3471
KS091;    Kreisfreie Städte Oberbayern;Ausländer;18 bis unter 25;49148;26831;22317
KS091;    Kreisfreie Städte Oberbayern;Ausländer;25 bis unter 30;51610;26508;25102
KS091;    Kreisfreie Städte Oberbayern;Ausländer;30 bis unter 40;91532;45526;46006
KS091;    Kreisfreie Städte Oberbayern;Ausländer;40 bis unter 50;72249;35174;37075
KS091;    Kreisfreie Städte Oberbayern;Ausländer;50 bis unter 65;64184;31843;32341
KS091;    Kreisfreie Städte Oberbayern;Ausländer;65 oder älter;45268;21978;23290
KS091;    Kreisfreie Städte Oberbayern;Ausländer;Insgesamt;421237;212237;209000
09171;      Altötting (Lkr);Insgesamt;unter 6;6362;3185;3177
09171;      Altötting (Lkr);Insgesamt;6 bis unter 15;9135;4690;4445
09171;      Altötting (Lkr);Insgesamt;15 bis unter 18;3289;1691;1598
09171;      Altötting (Lkr);Insgesamt;18 bis unter 25;8456;4506;3950
09171;      Altötting (Lkr);Insgesamt;25 bis unter 30;6493;3407;3086
09171;      Altötting (Lkr);Insgesamt;30 bis unter 40;13475;6973;6502
09171;      Altötting (Lkr);Insgesamt;40 bis unter 50;13836;7070;6766
09171;      Altötting (Lkr);Insgesamt;50 bis unter 65;25966;12952;13014
09171;      Altötting (Lkr);Insgesamt;65 oder älter;24198;10468;13730
09171;      Altötting (Lkr);Insgesamt;Insgesamt;111210;54942;56268
09171;      Altötting (Lkr);Deutsche;unter 6;5400;2711;2689
09171;      Altötting (Lkr);Deutsche;6 bis unter 15;8171;4196;3975
09171;      Altötting (Lkr);Deutsche;15 bis unter 18;3037;1556;1481
09171;      Altötting (Lkr);Deutsche;18 bis unter 25;7199;3751;3448
09171;      Altötting (Lkr);Deutsche;25 bis unter 30;5245;2703;2542
09171;      Altötting (Lkr);Deutsche;30 bis unter 40;10706;5471;5235
09171;      Altötting (Lkr);Deutsche;40 bis unter 50;11469;5727;5742
09171;      Altötting (Lkr);Deutsche;50 bis unter 65;23953;11880;12073
09171;      Altötting (Lkr);Deutsche;65 oder älter;23186;9965;13221
09171;      Altötting (Lkr);Deutsche;Insgesamt;98366;47960;50406
09171;      Altötting (Lkr);Ausländer;unter 6;962;474;488
09171;      Altötting (Lkr);Ausländer;6 bis unter 15;964;494;470
09171;      Altötting (Lkr);Ausländer;15 bis unter 18;252;135;117
09171;      Altötting (Lkr);Ausländer;18 bis unter 25;1257;755;502
09171;      Altötting (Lkr);Ausländer;25 bis unter 30;1248;704;544
09171;      Altötting (Lkr);Ausländer;30 bis unter 40;2769;1502;1267
09171;      Altötting (Lkr);Ausländer;40 bis unter 50;2367;1343;1024
09171;      Altötting (Lkr);Ausländer;50 bis unter 65;2013;1072;941
09171;      Altötting (Lkr);Ausländer;65 oder älter;1012;503;509
09171;      Altötting (Lkr);Ausländer;Insgesamt;12844;6982;5862
09172;      Berchtesgadener Land (Lkr);Insgesamt;unter 6;5677;2939;2738
09172;      Berchtesgadener Land (Lkr);Insgesamt;6 bis unter 15;7900;4052;3848
09172;      Berchtesgadener Land (Lkr);Insgesamt;15 bis unter 18;2749;1401;1348
09172;      Berchtesgadener Land (Lkr);Insgesamt;18 bis unter 25;8203;4390;3813
09172;      Berchtesgadener Land (Lkr);Insgesamt;25 bis unter 30;6723;3602;3121
09172;      Berchtesgadener Land (Lkr);Insgesamt;30 bis unter 40;13349;6923;6426
09172;      Berchtesgadener Land (Lkr);Insgesamt;40 bis unter 50;12864;6411;6453
09172;      Berchtesgadener Land (Lkr);Insgesamt;50 bis unter 65;23257;11493;11764
09172;      Berchtesgadener Land (Lkr);Insgesamt;65 oder älter;25000;10796;14204
09172;      Berchtesgadener Land (Lkr);Insgesamt;Insgesamt;105722;52007;53715
09172;      Berchtesgadener Land (Lkr);Deutsche;unter 6;4823;2492;2331
09172;      Berchtesgadener Land (Lkr);Deutsche;6 bis unter 15;6888;3547;3341
09172;      Berchtesgadener Land (Lkr);Deutsche;15 bis unter 18;2464;1252;1212
09172;      Berchtesgadener Land (Lkr);Deutsche;18 bis unter 25;6792;3681;3111
09172;      Berchtesgadener Land (Lkr);Deutsche;25 bis unter 30;5202;2853;2349
09172;      Berchtesgadener Land (Lkr);Deutsche;30 bis unter 40;9910;5165;4745
09172;      Berchtesgadener Land (Lkr);Deutsche;40 bis unter 50;9815;4855;4960
09172;      Berchtesgadener Land (Lkr);Deutsche;50 bis unter 65;19766;9785;9981
09172;      Berchtesgadener Land (Lkr);Deutsche;65 oder älter;22860;9832;13028
09172;      Berchtesgadener Land (Lkr);Deutsche;Insgesamt;88520;43462;45058
09172;      Berchtesgadener Land (Lkr);Ausländer;unter 6;854;447;407
09172;      Berchtesgadener Land (Lkr);Ausländer;6 bis unter 15;1012;505;507
09172;      Berchtesgadener Land (Lkr);Ausländer;15 bis unter 18;285;149;136
09172;      Berchtesgadener Land (Lkr);Ausländer;18 bis unter 25;1411;709;702
09172;      Berchtesgadener Land (Lkr);Ausländer;25 bis unter 30;1521;749;772
09172;      Berchtesgadener Land (Lkr);Ausländer;30 bis unter 40;3439;1758;1681
09172;      Berchtesgadener Land (Lkr);Ausländer;40 bis unter 50;3049;1556;1493
09172;      Berchtesgadener Land (Lkr);Ausländer;50 bis unter 65;3491;1708;1783
09172;      Berchtesgadener Land (Lkr);Ausländer;65 oder älter;2140;964;1176
09172;      Berchtesgadener Land (Lkr);Ausländer;Insgesamt;17202;8545;8657
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;unter 6;7535;3873;3662
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;6 bis unter 15;10682;5544;5138
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;15 bis unter 18;3849;1948;1901
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;18 bis unter 25;9740;5167;4573
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;25 bis unter 30;7202;3821;3381
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;30 bis unter 40;15228;7616;7612
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;40 bis unter 50;16585;8126;8459
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;50 bis unter 65;29261;14606;14655
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;65 oder älter;27145;12030;15115
09173;      Bad Tölz-Wolfratshausen (Lkr);Insgesamt;Insgesamt;127227;62731;64496
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;unter 6;6529;3367;3162
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;6 bis unter 15;9657;4980;4677
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;15 bis unter 18;3561;1790;1771
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;18 bis unter 25;8019;4187;3832
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;25 bis unter 30;5557;2861;2696
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;30 bis unter 40;12034;5943;6091
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;40 bis unter 50;13523;6554;6969
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;50 bis unter 65;26530;13150;13380
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;65 oder älter;25751;11341;14410
09173;      Bad Tölz-Wolfratshausen (Lkr);Deutsche;Insgesamt;111161;54173;56988
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;unter 6;1006;506;500
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;6 bis unter 15;1025;564;461
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;15 bis unter 18;288;158;130
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;18 bis unter 25;1721;980;741
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;25 bis unter 30;1645;960;685
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;30 bis unter 40;3194;1673;1521
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;40 bis unter 50;3062;1572;1490
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;50 bis unter 65;2731;1456;1275
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;65 oder älter;1394;689;705
09173;      Bad Tölz-Wolfratshausen (Lkr);Ausländer;Insgesamt;16066;8558;7508
09174;      Dachau (Lkr);Insgesamt;unter 6;9409;4870;4539
09174;      Dachau (Lkr);Insgesamt;6 bis unter 15;13240;6744;6496
09174;      Dachau (Lkr);Insgesamt;15 bis unter 18;4503;2322;2181
09174;      Dachau (Lkr);Insgesamt;18 bis unter 25;11929;6456;5473
09174;      Dachau (Lkr);Insgesamt;25 bis unter 30;9434;4992;4442
09174;      Dachau (Lkr);Insgesamt;30 bis unter 40;21118;10765;10353
09174;      Dachau (Lkr);Insgesamt;40 bis unter 50;21517;10871;10646
09174;      Dachau (Lkr);Insgesamt;50 bis unter 65;34344;17408;16936
09174;      Dachau (Lkr);Insgesamt;65 oder älter;28390;12692;15698
09174;      Dachau (Lkr);Insgesamt;Insgesamt;153884;77120;76764
09174;      Dachau (Lkr);Deutsche;unter 6;8354;4341;4013
09174;      Dachau (Lkr);Deutsche;6 bis unter 15;11711;5995;5716
09174;      Dachau (Lkr);Deutsche;15 bis unter 18;4006;2075;1931
09174;      Dachau (Lkr);Deutsche;18 bis unter 25;9352;4858;4494
09174;      Dachau (Lkr);Deutsche;25 bis unter 30;6844;3511;3333
09174;      Dachau (Lkr);Deutsche;30 bis unter 40;15714;7791;7923
09174;      Dachau (Lkr);Deutsche;40 bis unter 50;16654;8275;8379
09174;      Dachau (Lkr);Deutsche;50 bis unter 65;30265;15131;15134
09174;      Dachau (Lkr);Deutsche;65 oder älter;26445;11730;14715
09174;      Dachau (Lkr);Deutsche;Insgesamt;129345;63707;65638
09174;      Dachau (Lkr);Ausländer;unter 6;1055;529;526
09174;      Dachau (Lkr);Ausländer;6 bis unter 15;1529;749;780
09174;      Dachau (Lkr);Ausländer;15 bis unter 18;497;247;250
09174;      Dachau (Lkr);Ausländer;18 bis unter 25;2577;1598;979
09174;      Dachau (Lkr);Ausländer;25 bis unter 30;2590;1481;1109
09174;      Dachau (Lkr);Ausländer;30 bis unter 40;5404;2974;2430
09174;      Dachau (Lkr);Ausländer;40 bis unter 50;4863;2596;2267
09174;      Dachau (Lkr);Ausländer;50 bis unter 65;4079;2277;1802
09174;      Dachau (Lkr);Ausländer;65 oder älter;1945;962;983
09174;      Dachau (Lkr);Ausländer;Insgesamt;24539;13413;11126
09175;      Ebersberg (Lkr);Insgesamt;unter 6;8908;4536;4372
09175;      Ebersberg (Lkr);Insgesamt;6 bis unter 15;13199;6856;6343
09175;      Ebersberg (Lkr);Insgesamt;15 bis unter 18;4398;2258;2140
09175;      Ebersberg (Lkr);Insgesamt;18 bis unter 25;11115;5994;5121
09175;      Ebersberg (Lkr);Insgesamt;25 bis unter 30;7790;4162;3628
09175;      Ebersberg (Lkr);Insgesamt;30 bis unter 40;17955;8897;9058
09175;      Ebersberg (Lkr);Insgesamt;40 bis unter 50;20634;10404;10230
09175;      Ebersberg (Lkr);Insgesamt;50 bis unter 65;31582;15966;15616
09175;      Ebersberg (Lkr);Insgesamt;65 oder älter;26561;11899;14662
09175;      Ebersberg (Lkr);Insgesamt;Insgesamt;142142;70972;71170
09175;      Ebersberg (Lkr);Deutsche;unter 6;7985;4083;3902
09175;      Ebersberg (Lkr);Deutsche;6 bis unter 15;12015;6238;5777
09175;      Ebersberg (Lkr);Deutsche;15 bis unter 18;4052;2077;1975
09175;      Ebersberg (Lkr);Deutsche;18 bis unter 25;9104;4729;4375
09175;      Ebersberg (Lkr);Deutsche;25 bis unter 30;5786;3017;2769
09175;      Ebersberg (Lkr);Deutsche;30 bis unter 40;13654;6575;7079
09175;      Ebersberg (Lkr);Deutsche;40 bis unter 50;16660;8339;8321
09175;      Ebersberg (Lkr);Deutsche;50 bis unter 65;28505;14341;14164
09175;      Ebersberg (Lkr);Deutsche;65 oder älter;25096;11175;13921
09175;      Ebersberg (Lkr);Deutsche;Insgesamt;122857;60574;62283
09175;      Ebersberg (Lkr);Ausländer;unter 6;923;453;470
09175;      Ebersberg (Lkr);Ausländer;6 bis unter 15;1184;618;566
09175;      Ebersberg (Lkr);Ausländer;15 bis unter 18;346;181;165
09175;      Ebersberg (Lkr);Ausländer;18 bis unter 25;2011;1265;746
09175;      Ebersberg (Lkr);Ausländer;25 bis unter 30;2004;1145;859
09175;      Ebersberg (Lkr);Ausländer;30 bis unter 40;4301;2322;1979
09175;      Ebersberg (Lkr);Ausländer;40 bis unter 50;3974;2065;1909
09175;      Ebersberg (Lkr);Ausländer;50 bis unter 65;3077;1625;1452
09175;      Ebersberg (Lkr);Ausländer;65 oder älter;1465;724;741
09175;      Ebersberg (Lkr);Ausländer;Insgesamt;19285;10398;8887
09176;      Eichstätt (Lkr);Insgesamt;unter 6;8664;4359;4305
09176;      Eichstätt (Lkr);Insgesamt;6 bis unter 15;11719;6062;5657
09176;      Eichstätt (Lkr);Insgesamt;15 bis unter 18;4215;2208;2007
09176;      Eichstätt (Lkr);Insgesamt;18 bis unter 25;11121;5933;5188
09176;      Eichstätt (Lkr);Insgesamt;25 bis unter 30;8333;4473;3860
09176;      Eichstätt (Lkr);Insgesamt;30 bis unter 40;17803;9192;8611
09176;      Eichstätt (Lkr);Insgesamt;40 bis unter 50;17675;9225;8450
09176;      Eichstätt (Lkr);Insgesamt;50 bis unter 65;29608;15225;14383
09176;      Eichstätt (Lkr);Insgesamt;65 oder älter;23203;10648;12555
09176;      Eichstätt (Lkr);Insgesamt;Insgesamt;132341;67325;65016
09176;      Eichstätt (Lkr);Deutsche;unter 6;7871;3964;3907
09176;      Eichstätt (Lkr);Deutsche;6 bis unter 15;10986;5682;5304
09176;      Eichstätt (Lkr);Deutsche;15 bis unter 18;3985;2075;1910
09176;      Eichstätt (Lkr);Deutsche;18 bis unter 25;9521;4894;4627
09176;      Eichstätt (Lkr);Deutsche;25 bis unter 30;6851;3570;3281
09176;      Eichstätt (Lkr);Deutsche;30 bis unter 40;15100;7676;7424
09176;      Eichstätt (Lkr);Deutsche;40 bis unter 50;15186;7795;7391
09176;      Eichstätt (Lkr);Deutsche;50 bis unter 65;27940;14236;13704
09176;      Eichstätt (Lkr);Deutsche;65 oder älter;22588;10343;12245
09176;      Eichstätt (Lkr);Deutsche;Insgesamt;120028;60235;59793
09176;      Eichstätt (Lkr);Ausländer;unter 6;793;395;398
09176;      Eichstätt (Lkr);Ausländer;6 bis unter 15;733;380;353
09176;      Eichstätt (Lkr);Ausländer;15 bis unter 18;230;133;97
09176;      Eichstätt (Lkr);Ausländer;18 bis unter 25;1600;1039;561
09176;      Eichstätt (Lkr);Ausländer;25 bis unter 30;1482;903;579
09176;      Eichstätt (Lkr);Ausländer;30 bis unter 40;2703;1516;1187
09176;      Eichstätt (Lkr);Ausländer;40 bis unter 50;2489;1430;1059
09176;      Eichstätt (Lkr);Ausländer;50 bis unter 65;1668;989;679
09176;      Eichstätt (Lkr);Ausländer;65 oder älter;615;305;310
09176;      Eichstätt (Lkr);Ausländer;Insgesamt;12313;7090;5223
09177;      Erding (Lkr);Insgesamt;unter 6;8323;4274;4049
09177;      Erding (Lkr);Insgesamt;6 bis unter 15;12071;6256;5815
09177;      Erding (Lkr);Insgesamt;15 bis unter 18;4283;2186;2097
09177;      Erding (Lkr);Insgesamt;18 bis unter 25;11171;5817;5354
09177;      Erding (Lkr);Insgesamt;25 bis unter 30;8540;4520;4020
09177;      Erding (Lkr);Insgesamt;30 bis unter 40;17925;9045;8880
09177;      Erding (Lkr);Insgesamt;40 bis unter 50;19984;10301;9683
09177;      Erding (Lkr);Insgesamt;50 bis unter 65;32092;16410;15682
09177;      Erding (Lkr);Insgesamt;65 oder älter;23271;10558;12713
09177;      Erding (Lkr);Insgesamt;Insgesamt;137660;69367;68293
09177;      Erding (Lkr);Deutsche;unter 6;7465;3810;3655
09177;      Erding (Lkr);Deutsche;6 bis unter 15;11118;5760;5358
09177;      Erding (Lkr);Deutsche;15 bis unter 18;3984;2027;1957
09177;      Erding (Lkr);Deutsche;18 bis unter 25;9562;4908;4654
09177;      Erding (Lkr);Deutsche;25 bis unter 30;6864;3567;3297
09177;      Erding (Lkr);Deutsche;30 bis unter 40;14368;7063;7305
09177;      Erding (Lkr);Deutsche;40 bis unter 50;16457;8372;8085
09177;      Erding (Lkr);Deutsche;50 bis unter 65;29494;14921;14573
09177;      Erding (Lkr);Deutsche;65 oder älter;22296;10077;12219
09177;      Erding (Lkr);Deutsche;Insgesamt;121608;60505;61103
09177;      Erding (Lkr);Ausländer;unter 6;858;464;394
09177;      Erding (Lkr);Ausländer;6 bis unter 15;953;496;457
09177;      Erding (Lkr);Ausländer;15 bis unter 18;299;159;140
09177;      Erding (Lkr);Ausländer;18 bis unter 25;1609;909;700
09177;      Erding (Lkr);Ausländer;25 bis unter 30;1676;953;723
09177;      Erding (Lkr);Ausländer;30 bis unter 40;3557;1982;1575
09177;      Erding (Lkr);Ausländer;40 bis unter 50;3527;1929;1598
09177;      Erding (Lkr);Ausländer;50 bis unter 65;2598;1489;1109
09177;      Erding (Lkr);Ausländer;65 oder älter;975;481;494
09177;      Erding (Lkr);Ausländer;Insgesamt;16052;8862;7190
09178;      Freising (Lkr);Insgesamt;unter 6;10999;5633;5366
09178;      Freising (Lkr);Insgesamt;6 bis unter 15;15118;7849;7269
09178;      Freising (Lkr);Insgesamt;15 bis unter 18;5251;2709;2542
09178;      Freising (Lkr);Insgesamt;18 bis unter 25;16136;8595;7541
09178;      Freising (Lkr);Insgesamt;25 bis unter 30;13272;7141;6131
09178;      Freising (Lkr);Insgesamt;30 bis unter 40;25598;13295;12303
09178;      Freising (Lkr);Insgesamt;40 bis unter 50;25437;13262;12175
09178;      Freising (Lkr);Insgesamt;50 bis unter 65;39068;20133;18935
09178;      Freising (Lkr);Insgesamt;65 oder älter;28237;12776;15461
09178;      Freising (Lkr);Insgesamt;Insgesamt;179116;91393;87723
09178;      Freising (Lkr);Deutsche;unter 6;9496;4842;4654
09178;      Freising (Lkr);Deutsche;6 bis unter 15;13505;6990;6515
09178;      Freising (Lkr);Deutsche;15 bis unter 18;4738;2440;2298
