code;name;nationality;agegroup;population_total;population_m;population_f
09662;      Schweinfurt (Krfr.St);Ausländer;40 bis unter 50;1662;832;830
09662;      Schweinfurt (Krfr.St);Ausländer;50 bis unter 65;1372;736;636
09662;      Schweinfurt (Krfr.St);Ausländer;65 oder älter;734;390;344
09662;      Schweinfurt (Krfr.St);Ausländer;Insgesamt;10474;5740;4734
09663;      Würzburg (Krfr.St);Insgesamt;unter 6;6320;3173;3147
09663;      Würzburg (Krfr.St);Insgesamt;6 bis unter 15;7232;3698;3534
09663;      Würzburg (Krfr.St);Insgesamt;15 bis unter 18;2453;1262;1191
09663;      Würzburg (Krfr.St);Insgesamt;18 bis unter 25;16237;7069;9168
09663;      Würzburg (Krfr.St);Insgesamt;25 bis unter 30;14272;7143;7129
09663;      Würzburg (Krfr.St);Insgesamt;30 bis unter 40;19133;10440;8693
09663;      Würzburg (Krfr.St);Insgesamt;40 bis unter 50;13181;6731;6450
09663;      Würzburg (Krfr.St);Insgesamt;50 bis unter 65;23539;11292;12247
09663;      Würzburg (Krfr.St);Insgesamt;65 oder älter;25513;10343;15170
09663;      Würzburg (Krfr.St);Insgesamt;Insgesamt;127880;61151;66729
09663;      Würzburg (Krfr.St);Deutsche;unter 6;5538;2760;2778
09663;      Würzburg (Krfr.St);Deutsche;6 bis unter 15;6361;3222;3139
09663;      Würzburg (Krfr.St);Deutsche;15 bis unter 18;2132;1072;1060
09663;      Würzburg (Krfr.St);Deutsche;18 bis unter 25;13582;5722;7860
09663;      Würzburg (Krfr.St);Deutsche;25 bis unter 30;11998;5952;6046
09663;      Würzburg (Krfr.St);Deutsche;30 bis unter 40;16167;8867;7300
09663;      Würzburg (Krfr.St);Deutsche;40 bis unter 50;10989;5586;5403
09663;      Würzburg (Krfr.St);Deutsche;50 bis unter 65;21593;10321;11272
09663;      Würzburg (Krfr.St);Deutsche;65 oder älter;24291;9851;14440
09663;      Würzburg (Krfr.St);Deutsche;Insgesamt;112651;53353;59298
09663;      Würzburg (Krfr.St);Ausländer;unter 6;782;413;369
09663;      Würzburg (Krfr.St);Ausländer;6 bis unter 15;871;476;395
09663;      Würzburg (Krfr.St);Ausländer;15 bis unter 18;321;190;131
09663;      Würzburg (Krfr.St);Ausländer;18 bis unter 25;2655;1347;1308
09663;      Würzburg (Krfr.St);Ausländer;25 bis unter 30;2274;1191;1083
09663;      Würzburg (Krfr.St);Ausländer;30 bis unter 40;2966;1573;1393
09663;      Würzburg (Krfr.St);Ausländer;40 bis unter 50;2192;1145;1047
09663;      Würzburg (Krfr.St);Ausländer;50 bis unter 65;1946;971;975
09663;      Würzburg (Krfr.St);Ausländer;65 oder älter;1222;492;730
09663;      Würzburg (Krfr.St);Ausländer;Insgesamt;15229;7798;7431
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;unter 6;13388;6814;6574
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;6 bis unter 15;16870;8636;8234
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;15 bis unter 18;5681;2932;2749
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;18 bis unter 25;26335;12491;13844
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;25 bis unter 30;23000;11772;11228
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;30 bis unter 40;35757;19014;16743
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;40 bis unter 50;28104;14111;13993
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;50 bis unter 65;50442;24474;25968
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;65 oder älter;52862;21776;31086
KS096;    Kreisfreie Städte Unterfranken;Insgesamt;Insgesamt;252439;122020;130419
KS096;    Kreisfreie Städte Unterfranken;Deutsche;unter 6;11109;5629;5480
KS096;    Kreisfreie Städte Unterfranken;Deutsche;6 bis unter 15;14342;7320;7022
KS096;    Kreisfreie Städte Unterfranken;Deutsche;15 bis unter 18;4851;2453;2398
KS096;    Kreisfreie Städte Unterfranken;Deutsche;18 bis unter 25;20574;9214;11360
KS096;    Kreisfreie Städte Unterfranken;Deutsche;25 bis unter 30;18352;9214;9138
KS096;    Kreisfreie Städte Unterfranken;Deutsche;30 bis unter 40;28467;15156;13311
KS096;    Kreisfreie Städte Unterfranken;Deutsche;40 bis unter 50;22155;11108;11047
KS096;    Kreisfreie Städte Unterfranken;Deutsche;50 bis unter 65;45128;21758;23370
KS096;    Kreisfreie Städte Unterfranken;Deutsche;65 oder älter;49946;20419;29527
KS096;    Kreisfreie Städte Unterfranken;Deutsche;Insgesamt;214924;102271;112653
KS096;    Kreisfreie Städte Unterfranken;Ausländer;unter 6;2279;1185;1094
KS096;    Kreisfreie Städte Unterfranken;Ausländer;6 bis unter 15;2528;1316;1212
KS096;    Kreisfreie Städte Unterfranken;Ausländer;15 bis unter 18;830;479;351
KS096;    Kreisfreie Städte Unterfranken;Ausländer;18 bis unter 25;5761;3277;2484
KS096;    Kreisfreie Städte Unterfranken;Ausländer;25 bis unter 30;4648;2558;2090
KS096;    Kreisfreie Städte Unterfranken;Ausländer;30 bis unter 40;7290;3858;3432
KS096;    Kreisfreie Städte Unterfranken;Ausländer;40 bis unter 50;5949;3003;2946
KS096;    Kreisfreie Städte Unterfranken;Ausländer;50 bis unter 65;5314;2716;2598
KS096;    Kreisfreie Städte Unterfranken;Ausländer;65 oder älter;2916;1357;1559
KS096;    Kreisfreie Städte Unterfranken;Ausländer;Insgesamt;37515;19749;17766
09671;      Aschaffenburg (Lkr);Insgesamt;unter 6;9362;4848;4514
09671;      Aschaffenburg (Lkr);Insgesamt;6 bis unter 15;13801;7059;6742
09671;      Aschaffenburg (Lkr);Insgesamt;15 bis unter 18;5055;2554;2501
09671;      Aschaffenburg (Lkr);Insgesamt;18 bis unter 25;12550;6772;5778
09671;      Aschaffenburg (Lkr);Insgesamt;25 bis unter 30;9623;5013;4610
09671;      Aschaffenburg (Lkr);Insgesamt;30 bis unter 40;20483;10403;10080
09671;      Aschaffenburg (Lkr);Insgesamt;40 bis unter 50;22129;10835;11294
09671;      Aschaffenburg (Lkr);Insgesamt;50 bis unter 65;43824;21967;21857
09671;      Aschaffenburg (Lkr);Insgesamt;65 oder älter;37381;17119;20262
09671;      Aschaffenburg (Lkr);Insgesamt;Insgesamt;174208;86570;87638
09671;      Aschaffenburg (Lkr);Deutsche;unter 6;8500;4389;4111
09671;      Aschaffenburg (Lkr);Deutsche;6 bis unter 15;12702;6493;6209
09671;      Aschaffenburg (Lkr);Deutsche;15 bis unter 18;4731;2382;2349
09671;      Aschaffenburg (Lkr);Deutsche;18 bis unter 25;10988;5848;5140
09671;      Aschaffenburg (Lkr);Deutsche;25 bis unter 30;8148;4208;3940
09671;      Aschaffenburg (Lkr);Deutsche;30 bis unter 40;17353;8734;8619
09671;      Aschaffenburg (Lkr);Deutsche;40 bis unter 50;19000;9253;9747
09671;      Aschaffenburg (Lkr);Deutsche;50 bis unter 65;40756;20375;20381
09671;      Aschaffenburg (Lkr);Deutsche;65 oder älter;35734;16286;19448
09671;      Aschaffenburg (Lkr);Deutsche;Insgesamt;157912;77968;79944
09671;      Aschaffenburg (Lkr);Ausländer;unter 6;862;459;403
09671;      Aschaffenburg (Lkr);Ausländer;6 bis unter 15;1099;566;533
09671;      Aschaffenburg (Lkr);Ausländer;15 bis unter 18;324;172;152
09671;      Aschaffenburg (Lkr);Ausländer;18 bis unter 25;1562;924;638
09671;      Aschaffenburg (Lkr);Ausländer;25 bis unter 30;1475;805;670
09671;      Aschaffenburg (Lkr);Ausländer;30 bis unter 40;3130;1669;1461
09671;      Aschaffenburg (Lkr);Ausländer;40 bis unter 50;3129;1582;1547
09671;      Aschaffenburg (Lkr);Ausländer;50 bis unter 65;3068;1592;1476
09671;      Aschaffenburg (Lkr);Ausländer;65 oder älter;1647;833;814
09671;      Aschaffenburg (Lkr);Ausländer;Insgesamt;16296;8602;7694
09672;      Bad Kissingen (Lkr);Insgesamt;unter 6;5187;2665;2522
09672;      Bad Kissingen (Lkr);Insgesamt;6 bis unter 15;7664;3829;3835
09672;      Bad Kissingen (Lkr);Insgesamt;15 bis unter 18;2973;1504;1469
09672;      Bad Kissingen (Lkr);Insgesamt;18 bis unter 25;7281;3816;3465
09672;      Bad Kissingen (Lkr);Insgesamt;25 bis unter 30;5446;2856;2590
09672;      Bad Kissingen (Lkr);Insgesamt;30 bis unter 40;11306;5864;5442
09672;      Bad Kissingen (Lkr);Insgesamt;40 bis unter 50;12353;6161;6192
09672;      Bad Kissingen (Lkr);Insgesamt;50 bis unter 65;25816;12931;12885
09672;      Bad Kissingen (Lkr);Insgesamt;65 oder älter;25192;11239;13953
09672;      Bad Kissingen (Lkr);Insgesamt;Insgesamt;103218;50865;52353
09672;      Bad Kissingen (Lkr);Deutsche;unter 6;4763;2435;2328
09672;      Bad Kissingen (Lkr);Deutsche;6 bis unter 15;7174;3586;3588
09672;      Bad Kissingen (Lkr);Deutsche;15 bis unter 18;2785;1381;1404
09672;      Bad Kissingen (Lkr);Deutsche;18 bis unter 25;6653;3421;3232
09672;      Bad Kissingen (Lkr);Deutsche;25 bis unter 30;4922;2541;2381
09672;      Bad Kissingen (Lkr);Deutsche;30 bis unter 40;10167;5257;4910
09672;      Bad Kissingen (Lkr);Deutsche;40 bis unter 50;11298;5606;5692
09672;      Bad Kissingen (Lkr);Deutsche;50 bis unter 65;24822;12384;12438
09672;      Bad Kissingen (Lkr);Deutsche;65 oder älter;24808;11050;13758
09672;      Bad Kissingen (Lkr);Deutsche;Insgesamt;97392;47661;49731
09672;      Bad Kissingen (Lkr);Ausländer;unter 6;424;230;194
09672;      Bad Kissingen (Lkr);Ausländer;6 bis unter 15;490;243;247
09672;      Bad Kissingen (Lkr);Ausländer;15 bis unter 18;188;123;65
09672;      Bad Kissingen (Lkr);Ausländer;18 bis unter 25;628;395;233
09672;      Bad Kissingen (Lkr);Ausländer;25 bis unter 30;524;315;209
09672;      Bad Kissingen (Lkr);Ausländer;30 bis unter 40;1139;607;532
09672;      Bad Kissingen (Lkr);Ausländer;40 bis unter 50;1055;555;500
09672;      Bad Kissingen (Lkr);Ausländer;50 bis unter 65;994;547;447
09672;      Bad Kissingen (Lkr);Ausländer;65 oder älter;384;189;195
09672;      Bad Kissingen (Lkr);Ausländer;Insgesamt;5826;3204;2622
09673;      Rhön-Grabfeld (Lkr);Insgesamt;unter 6;4237;2164;2073
09673;      Rhön-Grabfeld (Lkr);Insgesamt;6 bis unter 15;6362;3247;3115
09673;      Rhön-Grabfeld (Lkr);Insgesamt;15 bis unter 18;2481;1253;1228
09673;      Rhön-Grabfeld (Lkr);Insgesamt;18 bis unter 25;5927;3216;2711
09673;      Rhön-Grabfeld (Lkr);Insgesamt;25 bis unter 30;4435;2308;2127
09673;      Rhön-Grabfeld (Lkr);Insgesamt;30 bis unter 40;9051;4605;4446
09673;      Rhön-Grabfeld (Lkr);Insgesamt;40 bis unter 50;9625;4759;4866
09673;      Rhön-Grabfeld (Lkr);Insgesamt;50 bis unter 65;19939;10087;9852
09673;      Rhön-Grabfeld (Lkr);Insgesamt;65 oder älter;17633;8038;9595
09673;      Rhön-Grabfeld (Lkr);Insgesamt;Insgesamt;79690;39677;40013
09673;      Rhön-Grabfeld (Lkr);Deutsche;unter 6;3929;1990;1939
09673;      Rhön-Grabfeld (Lkr);Deutsche;6 bis unter 15;6003;3053;2950
09673;      Rhön-Grabfeld (Lkr);Deutsche;15 bis unter 18;2365;1184;1181
09673;      Rhön-Grabfeld (Lkr);Deutsche;18 bis unter 25;5487;2929;2558
09673;      Rhön-Grabfeld (Lkr);Deutsche;25 bis unter 30;4036;2096;1940
09673;      Rhön-Grabfeld (Lkr);Deutsche;30 bis unter 40;8221;4176;4045
09673;      Rhön-Grabfeld (Lkr);Deutsche;40 bis unter 50;8912;4385;4527
09673;      Rhön-Grabfeld (Lkr);Deutsche;50 bis unter 65;19348;9773;9575
09673;      Rhön-Grabfeld (Lkr);Deutsche;65 oder älter;17408;7932;9476
09673;      Rhön-Grabfeld (Lkr);Deutsche;Insgesamt;75709;37518;38191
09673;      Rhön-Grabfeld (Lkr);Ausländer;unter 6;308;174;134
09673;      Rhön-Grabfeld (Lkr);Ausländer;6 bis unter 15;359;194;165
09673;      Rhön-Grabfeld (Lkr);Ausländer;15 bis unter 18;116;69;47
09673;      Rhön-Grabfeld (Lkr);Ausländer;18 bis unter 25;440;287;153
09673;      Rhön-Grabfeld (Lkr);Ausländer;25 bis unter 30;399;212;187
09673;      Rhön-Grabfeld (Lkr);Ausländer;30 bis unter 40;830;429;401
09673;      Rhön-Grabfeld (Lkr);Ausländer;40 bis unter 50;713;374;339
09673;      Rhön-Grabfeld (Lkr);Ausländer;50 bis unter 65;591;314;277
09673;      Rhön-Grabfeld (Lkr);Ausländer;65 oder älter;225;106;119
09673;      Rhön-Grabfeld (Lkr);Ausländer;Insgesamt;3981;2159;1822
09674;      Haßberge (Lkr);Insgesamt;unter 6;4661;2397;2264
09674;      Haßberge (Lkr);Insgesamt;6 bis unter 15;6666;3460;3206
09674;      Haßberge (Lkr);Insgesamt;15 bis unter 18;2553;1311;1242
09674;      Haßberge (Lkr);Insgesamt;18 bis unter 25;6393;3396;2997
09674;      Haßberge (Lkr);Insgesamt;25 bis unter 30;4779;2560;2219
09674;      Haßberge (Lkr);Insgesamt;30 bis unter 40;10019;5148;4871
09674;      Haßberge (Lkr);Insgesamt;40 bis unter 50;10436;5244;5192
09674;      Haßberge (Lkr);Insgesamt;50 bis unter 65;21542;10900;10642
09674;      Haßberge (Lkr);Insgesamt;65 oder älter;17550;8052;9498
09674;      Haßberge (Lkr);Insgesamt;Insgesamt;84599;42468;42131
09674;      Haßberge (Lkr);Deutsche;unter 6;4380;2251;2129
09674;      Haßberge (Lkr);Deutsche;6 bis unter 15;6292;3256;3036
09674;      Haßberge (Lkr);Deutsche;15 bis unter 18;2431;1242;1189
09674;      Haßberge (Lkr);Deutsche;18 bis unter 25;5909;3082;2827
09674;      Haßberge (Lkr);Deutsche;25 bis unter 30;4423;2362;2061
09674;      Haßberge (Lkr);Deutsche;30 bis unter 40;9256;4749;4507
09674;      Haßberge (Lkr);Deutsche;40 bis unter 50;9720;4897;4823
09674;      Haßberge (Lkr);Deutsche;50 bis unter 65;20905;10559;10346
09674;      Haßberge (Lkr);Deutsche;65 oder älter;17338;7943;9395
09674;      Haßberge (Lkr);Deutsche;Insgesamt;80654;40341;40313
09674;      Haßberge (Lkr);Ausländer;unter 6;281;146;135
09674;      Haßberge (Lkr);Ausländer;6 bis unter 15;374;204;170
09674;      Haßberge (Lkr);Ausländer;15 bis unter 18;122;69;53
09674;      Haßberge (Lkr);Ausländer;18 bis unter 25;484;314;170
09674;      Haßberge (Lkr);Ausländer;25 bis unter 30;356;198;158
09674;      Haßberge (Lkr);Ausländer;30 bis unter 40;763;399;364
09674;      Haßberge (Lkr);Ausländer;40 bis unter 50;716;347;369
09674;      Haßberge (Lkr);Ausländer;50 bis unter 65;637;341;296
09674;      Haßberge (Lkr);Ausländer;65 oder älter;212;109;103
09674;      Haßberge (Lkr);Ausländer;Insgesamt;3945;2127;1818
09675;      Kitzingen (Lkr);Insgesamt;unter 6;5050;2655;2395
09675;      Kitzingen (Lkr);Insgesamt;6 bis unter 15;7055;3572;3483
09675;      Kitzingen (Lkr);Insgesamt;15 bis unter 18;2723;1401;1322
09675;      Kitzingen (Lkr);Insgesamt;18 bis unter 25;7010;3818;3192
09675;      Kitzingen (Lkr);Insgesamt;25 bis unter 30;5545;2963;2582
09675;      Kitzingen (Lkr);Insgesamt;30 bis unter 40;11241;5826;5415
09675;      Kitzingen (Lkr);Insgesamt;40 bis unter 50;11509;5786;5723
09675;      Kitzingen (Lkr);Insgesamt;50 bis unter 65;22017;11120;10897
09675;      Kitzingen (Lkr);Insgesamt;65 oder älter;18759;8650;10109
09675;      Kitzingen (Lkr);Insgesamt;Insgesamt;90909;45791;45118
09675;      Kitzingen (Lkr);Deutsche;unter 6;4518;2383;2135
09675;      Kitzingen (Lkr);Deutsche;6 bis unter 15;6412;3238;3174
09675;      Kitzingen (Lkr);Deutsche;15 bis unter 18;2493;1276;1217
09675;      Kitzingen (Lkr);Deutsche;18 bis unter 25;5976;3157;2819
09675;      Kitzingen (Lkr);Deutsche;25 bis unter 30;4572;2375;2197
09675;      Kitzingen (Lkr);Deutsche;30 bis unter 40;9495;4789;4706
09675;      Kitzingen (Lkr);Deutsche;40 bis unter 50;10002;4979;5023
09675;      Kitzingen (Lkr);Deutsche;50 bis unter 65;20806;10426;10380
09675;      Kitzingen (Lkr);Deutsche;65 oder älter;18278;8398;9880
09675;      Kitzingen (Lkr);Deutsche;Insgesamt;82552;41021;41531
09675;      Kitzingen (Lkr);Ausländer;unter 6;532;272;260
09675;      Kitzingen (Lkr);Ausländer;6 bis unter 15;643;334;309
09675;      Kitzingen (Lkr);Ausländer;15 bis unter 18;230;125;105
09675;      Kitzingen (Lkr);Ausländer;18 bis unter 25;1034;661;373
09675;      Kitzingen (Lkr);Ausländer;25 bis unter 30;973;588;385
09675;      Kitzingen (Lkr);Ausländer;30 bis unter 40;1746;1037;709
09675;      Kitzingen (Lkr);Ausländer;40 bis unter 50;1507;807;700
09675;      Kitzingen (Lkr);Ausländer;50 bis unter 65;1211;694;517
09675;      Kitzingen (Lkr);Ausländer;65 oder älter;481;252;229
09675;      Kitzingen (Lkr);Ausländer;Insgesamt;8357;4770;3587
09676;      Miltenberg (Lkr);Insgesamt;unter 6;6951;3582;3369
09676;      Miltenberg (Lkr);Insgesamt;6 bis unter 15;10261;5274;4987
09676;      Miltenberg (Lkr);Insgesamt;15 bis unter 18;3914;2011;1903
09676;      Miltenberg (Lkr);Insgesamt;18 bis unter 25;9839;5298;4541
09676;      Miltenberg (Lkr);Insgesamt;25 bis unter 30;7156;3765;3391
09676;      Miltenberg (Lkr);Insgesamt;30 bis unter 40;14896;7568;7328
09676;      Miltenberg (Lkr);Insgesamt;40 bis unter 50;16869;8330;8539
09676;      Miltenberg (Lkr);Insgesamt;50 bis unter 65;31472;15880;15592
09676;      Miltenberg (Lkr);Insgesamt;65 oder älter;27398;12482;14916
09676;      Miltenberg (Lkr);Insgesamt;Insgesamt;128756;64190;64566
09676;      Miltenberg (Lkr);Deutsche;unter 6;6290;3244;3046
09676;      Miltenberg (Lkr);Deutsche;6 bis unter 15;9449;4855;4594
09676;      Miltenberg (Lkr);Deutsche;15 bis unter 18;3626;1858;1768
09676;      Miltenberg (Lkr);Deutsche;18 bis unter 25;8401;4484;3917
09676;      Miltenberg (Lkr);Deutsche;25 bis unter 30;5925;3086;2839
09676;      Miltenberg (Lkr);Deutsche;30 bis unter 40;12270;6218;6052
09676;      Miltenberg (Lkr);Deutsche;40 bis unter 50;13907;6869;7038
09676;      Miltenberg (Lkr);Deutsche;50 bis unter 65;28886;14517;14369
09676;      Miltenberg (Lkr);Deutsche;65 oder älter;25527;11579;13948
09676;      Miltenberg (Lkr);Deutsche;Insgesamt;114281;56710;57571
09676;      Miltenberg (Lkr);Ausländer;unter 6;661;338;323
09676;      Miltenberg (Lkr);Ausländer;6 bis unter 15;812;419;393
09676;      Miltenberg (Lkr);Ausländer;15 bis unter 18;288;153;135
09676;      Miltenberg (Lkr);Ausländer;18 bis unter 25;1438;814;624
09676;      Miltenberg (Lkr);Ausländer;25 bis unter 30;1231;679;552
09676;      Miltenberg (Lkr);Ausländer;30 bis unter 40;2626;1350;1276
09676;      Miltenberg (Lkr);Ausländer;40 bis unter 50;2962;1461;1501
09676;      Miltenberg (Lkr);Ausländer;50 bis unter 65;2586;1363;1223
09676;      Miltenberg (Lkr);Ausländer;65 oder älter;1871;903;968
09676;      Miltenberg (Lkr);Ausländer;Insgesamt;14475;7480;6995
09677;      Main-Spessart (Lkr);Insgesamt;unter 6;6472;3299;3173
09677;      Main-Spessart (Lkr);Insgesamt;6 bis unter 15;9414;4759;4655
09677;      Main-Spessart (Lkr);Insgesamt;15 bis unter 18;3657;1880;1777
09677;      Main-Spessart (Lkr);Insgesamt;18 bis unter 25;9057;4884;4173
09677;      Main-Spessart (Lkr);Insgesamt;25 bis unter 30;6903;3711;3192
09677;      Main-Spessart (Lkr);Insgesamt;30 bis unter 40;14177;7361;6816
09677;      Main-Spessart (Lkr);Insgesamt;40 bis unter 50;15587;7703;7884
09677;      Main-Spessart (Lkr);Insgesamt;50 bis unter 65;32194;16264;15930
09677;      Main-Spessart (Lkr);Insgesamt;65 oder älter;28904;13092;15812
09677;      Main-Spessart (Lkr);Insgesamt;Insgesamt;126365;62953;63412
09677;      Main-Spessart (Lkr);Deutsche;unter 6;5926;3054;2872
09677;      Main-Spessart (Lkr);Deutsche;6 bis unter 15;8687;4392;4295
09677;      Main-Spessart (Lkr);Deutsche;15 bis unter 18;3488;1789;1699
09677;      Main-Spessart (Lkr);Deutsche;18 bis unter 25;8144;4362;3782
09677;      Main-Spessart (Lkr);Deutsche;25 bis unter 30;6108;3266;2842
09677;      Main-Spessart (Lkr);Deutsche;30 bis unter 40;12494;6491;6003
09677;      Main-Spessart (Lkr);Deutsche;40 bis unter 50;13862;6851;7011
09677;      Main-Spessart (Lkr);Deutsche;50 bis unter 65;30679;15503;15176
09677;      Main-Spessart (Lkr);Deutsche;65 oder älter;28126;12718;15408
09677;      Main-Spessart (Lkr);Deutsche;Insgesamt;117514;58426;59088
09677;      Main-Spessart (Lkr);Ausländer;unter 6;546;245;301
09677;      Main-Spessart (Lkr);Ausländer;6 bis unter 15;727;367;360
09677;      Main-Spessart (Lkr);Ausländer;15 bis unter 18;169;91;78
09677;      Main-Spessart (Lkr);Ausländer;18 bis unter 25;913;522;391
09677;      Main-Spessart (Lkr);Ausländer;25 bis unter 30;795;445;350
09677;      Main-Spessart (Lkr);Ausländer;30 bis unter 40;1683;870;813
09677;      Main-Spessart (Lkr);Ausländer;40 bis unter 50;1725;852;873
09677;      Main-Spessart (Lkr);Ausländer;50 bis unter 65;1515;761;754
09677;      Main-Spessart (Lkr);Ausländer;65 oder älter;778;374;404
09677;      Main-Spessart (Lkr);Ausländer;Insgesamt;8851;4527;4324
09678;      Schweinfurt (Lkr);Insgesamt;unter 6;6373;3335;3038
09678;      Schweinfurt (Lkr);Insgesamt;6 bis unter 15;9024;4730;4294
09678;      Schweinfurt (Lkr);Insgesamt;15 bis unter 18;3334;1658;1676
09678;      Schweinfurt (Lkr);Insgesamt;18 bis unter 25;8394;4505;3889
09678;      Schweinfurt (Lkr);Insgesamt;25 bis unter 30;6610;3443;3167
09678;      Schweinfurt (Lkr);Insgesamt;30 bis unter 40;13809;7159;6650
09678;      Schweinfurt (Lkr);Insgesamt;40 bis unter 50;13843;6947;6896
09678;      Schweinfurt (Lkr);Insgesamt;50 bis unter 65;28743;14511;14232
09678;      Schweinfurt (Lkr);Insgesamt;65 oder älter;24976;11480;13496
09678;      Schweinfurt (Lkr);Insgesamt;Insgesamt;115106;57768;57338
09678;      Schweinfurt (Lkr);Deutsche;unter 6;5932;3091;2841
09678;      Schweinfurt (Lkr);Deutsche;6 bis unter 15;8458;4424;4034
09678;      Schweinfurt (Lkr);Deutsche;15 bis unter 18;3192;1579;1613
09678;      Schweinfurt (Lkr);Deutsche;18 bis unter 25;7635;4022;3613
09678;      Schweinfurt (Lkr);Deutsche;25 bis unter 30;5927;3051;2876
09678;      Schweinfurt (Lkr);Deutsche;30 bis unter 40;12382;6351;6031
09678;      Schweinfurt (Lkr);Deutsche;40 bis unter 50;12572;6237;6335
09678;      Schweinfurt (Lkr);Deutsche;50 bis unter 65;27672;13900;13772
09678;      Schweinfurt (Lkr);Deutsche;65 oder älter;24546;11245;13301
09678;      Schweinfurt (Lkr);Deutsche;Insgesamt;108316;53900;54416
09678;      Schweinfurt (Lkr);Ausländer;unter 6;441;244;197
09678;      Schweinfurt (Lkr);Ausländer;6 bis unter 15;566;306;260
09678;      Schweinfurt (Lkr);Ausländer;15 bis unter 18;142;79;63
09678;      Schweinfurt (Lkr);Ausländer;18 bis unter 25;759;483;276
09678;      Schweinfurt (Lkr);Ausländer;25 bis unter 30;683;392;291
09678;      Schweinfurt (Lkr);Ausländer;30 bis unter 40;1427;808;619
09678;      Schweinfurt (Lkr);Ausländer;40 bis unter 50;1271;710;561
09678;      Schweinfurt (Lkr);Ausländer;50 bis unter 65;1071;611;460
09678;      Schweinfurt (Lkr);Ausländer;65 oder älter;430;235;195
09678;      Schweinfurt (Lkr);Ausländer;Insgesamt;6790;3868;2922
09679;      Würzburg (Lkr);Insgesamt;unter 6;9275;4770;4505
09679;      Würzburg (Lkr);Insgesamt;6 bis unter 15;12927;6651;6276
09679;      Würzburg (Lkr);Insgesamt;15 bis unter 18;4740;2462;2278
09679;      Würzburg (Lkr);Insgesamt;18 bis unter 25;12048;6406;5642
09679;      Würzburg (Lkr);Insgesamt;25 bis unter 30;8940;4696;4244
09679;      Würzburg (Lkr);Insgesamt;30 bis unter 40;19587;9920;9667
09679;      Würzburg (Lkr);Insgesamt;40 bis unter 50;20534;10219;10315
09679;      Würzburg (Lkr);Insgesamt;50 bis unter 65;39372;19563;19809
09679;      Würzburg (Lkr);Insgesamt;65 oder älter;34411;15907;18504
09679;      Würzburg (Lkr);Insgesamt;Insgesamt;161834;80594;81240
09679;      Würzburg (Lkr);Deutsche;unter 6;8648;4461;4187
09679;      Würzburg (Lkr);Deutsche;6 bis unter 15;12239;6298;5941
09679;      Würzburg (Lkr);Deutsche;15 bis unter 18;4489;2319;2170
09679;      Würzburg (Lkr);Deutsche;18 bis unter 25;10874;5691;5183
09679;      Würzburg (Lkr);Deutsche;25 bis unter 30;7887;4114;3773
09679;      Würzburg (Lkr);Deutsche;30 bis unter 40;17418;8751;8667
09679;      Würzburg (Lkr);Deutsche;40 bis unter 50;18576;9171;9405
09679;      Würzburg (Lkr);Deutsche;50 bis unter 65;37728;18635;19093
09679;      Würzburg (Lkr);Deutsche;65 oder älter;33766;15556;18210
09679;      Würzburg (Lkr);Deutsche;Insgesamt;151625;74996;76629
09679;      Würzburg (Lkr);Ausländer;unter 6;627;309;318
09679;      Würzburg (Lkr);Ausländer;6 bis unter 15;688;353;335
09679;      Würzburg (Lkr);Ausländer;15 bis unter 18;251;143;108
09679;      Würzburg (Lkr);Ausländer;18 bis unter 25;1174;715;459
09679;      Würzburg (Lkr);Ausländer;25 bis unter 30;1053;582;471
09679;      Würzburg (Lkr);Ausländer;30 bis unter 40;2169;1169;1000
09679;      Würzburg (Lkr);Ausländer;40 bis unter 50;1958;1048;910
09679;      Würzburg (Lkr);Ausländer;50 bis unter 65;1644;928;716
09679;      Würzburg (Lkr);Ausländer;65 oder älter;645;351;294
09679;      Würzburg (Lkr);Ausländer;Insgesamt;10209;5598;4611
LK096;    Landkreise Unterfranken;Insgesamt;unter 6;57568;29715;27853
LK096;    Landkreise Unterfranken;Insgesamt;6 bis unter 15;83174;42581;40593
LK096;    Landkreise Unterfranken;Insgesamt;15 bis unter 18;31430;16034;15396
LK096;    Landkreise Unterfranken;Insgesamt;18 bis unter 25;78499;42111;36388
LK096;    Landkreise Unterfranken;Insgesamt;25 bis unter 30;59437;31315;28122
LK096;    Landkreise Unterfranken;Insgesamt;30 bis unter 40;124569;63854;60715
LK096;    Landkreise Unterfranken;Insgesamt;40 bis unter 50;132885;65984;66901
LK096;    Landkreise Unterfranken;Insgesamt;50 bis unter 65;264919;133223;131696
LK096;    Landkreise Unterfranken;Insgesamt;65 oder älter;232204;106059;126145
LK096;    Landkreise Unterfranken;Insgesamt;Insgesamt;1064685;530876;533809
LK096;    Landkreise Unterfranken;Deutsche;unter 6;52886;27298;25588
LK096;    Landkreise Unterfranken;Deutsche;6 bis unter 15;77416;39595;37821
